"","tag.ID","ch","stock","sex","stat.week","year"
"127",1335,"0BAA","Shaktoolik","M",32,22
"128",135,"00BB","Unalakleet","M",35,221
"129",1355,"00BA",NA,"F",32,22
"130",137,"00BB","Unalakleet","M",35,221
"131",1375,"0BAX","Transitory","M",32,22
"132",139,"00BB","Unalakleet","F",35,221
"133",1395,"0BAB",NA,"M",32,22
"134",141,"0BAB",NA,"F",35,221
"135",1415,"00BA",NA,"M",32,22
"136",143,"0BAX","Transitory","M",35,221
"137",1435,"00BX","Transitory","M",32,22
"138",145,"00BB","Unalakleet","F",35,221
"139",1455,"00BB","Unalakleet","F",33,22
"140",147,"00BB","Unalakleet","F",35,221
"141",1475,"000B",NA,"M",33,22
"142",149,"000B",NA,"F",35,221
"143",1495,"00BB","Unalakleet","F",33,22
"144",151,"00BB","Unalakleet","F",35,221
"145",1515,"00BB","Unalakleet","F",33,22
"146",153,"000B",NA,"F",35,221
"147",1535,"00BB","Unalakleet","F",33,22
"148",155,"000B",NA,"M",35,221
"149",1555,"00BA",NA,"M",33,22
"150",157,"000B",NA,"F",35,221
"151",1575,"00BB","Unalakleet","M",33,22
"152",159,"000B",NA,"F",35,221
"153",1595,"000B",NA,"M",33,22
"154",161,"000B",NA,"F",35,221
"155",1615,"00BB","Unalakleet","M",33,22
"156",163,"00BB","Unalakleet","M",35,221
"157",165,"00BB","Unalakleet","F",35,221
"158",1655,"0BAX","Transitory","M",33,22
"159",167,"000B",NA,"F",35,221
"160",1675,"0BAA","Shaktoolik","M",33,22
"161",169,"000B",NA,"M",35,221
"162",1695,"BABB","Unalakleet","M",33,22
"163",171,"000B",NA,"F",35,221
"164",1715,"000B",NA,"F",33,22
"165",173,"00BB","Unalakleet","M",35,221
"166",1735,"00BB","Unalakleet","F",33,22
"167",175,"000B",NA,"F",35,221
"168",1755,"00BB","Unalakleet","F",33,22
"169",177,"00BB","Unalakleet","M",35,221
"170",1775,"00BB","Unalakleet","M",33,22
"171",179,"00BA",NA,"F",35,221
"172",1795,"00BB","Unalakleet","M",33,22
"173",181,"000B",NA,"F",35,221
"174",1815,"00BB","Unalakleet","F",33,22
"175",183,"0BAB",NA,"F",35,221
"176",1835,"00BX","Transitory","M",33,22
"177",185,"000B",NA,"M",35,221
"178",1855,"00BB","Unalakleet","M",33,22
"179",187,"00BB","Unalakleet","M",35,221
"180",1875,"00BB","Unalakleet","M",33,22
"181",189,"000B",NA,"F",35,221
"182",1895,"000B",NA,"F",33,22
"183",191,"000B",NA,"M",35,221
"184",1915,"00BB","Unalakleet","M",33,22
"185",193,"00BA",NA,"M",35,221
"186",1935,"000B",NA,"M",33,22
"187",195,"000B",NA,"F",35,221
"188",1955,"00BB","Unalakleet","F",33,22
"189",197,"00BB","Unalakleet","F",35,221
"190",1975,"00BB","Unalakleet","M",33,22
"191",199,"0BAB",NA,"F",35,221
"192",1995,"00BB","Unalakleet","M",33,22
"193",21,"00BB","Unalakleet","M",35,221
"194",215,"00BB","Unalakleet","M",33,22
"195",23,"00BB","Unalakleet","F",35,221
"196",25,"000B",NA,"M",35,221
"197",255,"00BX","Transitory","M",33,22
"198",27,"000B",NA,"F",35,221
"199",275,"000B",NA,"F",33,22
"200",29,"00BB","Unalakleet","F",35,221
"201",295,"000B",NA,"M",33,22
"202",211,"000B",NA,"F",35,221
"203",2115,"00BB","Unalakleet","M",33,22
"204",213,"00BB","Unalakleet","M",35,221
"205",2135,"00BB","Unalakleet","F",33,22
"206",215,"00BB","Unalakleet","M",35,221
"207",2155,"00BB","Unalakleet","M",33,22
"208",217,"00BB","Unalakleet","M",35,221
"209",2175,"BXBB","Unalakleet","M",33,22
"210",219,"000B",NA,"F",35,221
"211",2195,"0BAX","Transitory","F",33,22
"212",221,"000B",NA,"F",35,221
"213",2215,"00BB","Unalakleet","M",33,22
"214",223,"000B",NA,"F",35,221
"215",2235,"00BB","Unalakleet","F",33,22
"216",225,"000B",NA,"M",35,221
"217",227,"000B",NA,"F",35,221
"218",2275,"000B",NA,"F",33,22
"219",229,"00BB","Unalakleet","M",35,221
"220",2295,"BABA",NA,"M",33,22
"221",231,"000B",NA,"F",35,221
"222",2315,"00BB","Unalakleet","F",33,22
"223",233,"00BB","Unalakleet","M",35,221
"224",2335,"00BB","Unalakleet","F",33,22
"225",235,"00BB","Unalakleet","M",35,221
"226",2355,"BABB","Unalakleet","F",33,22
"227",237,"000B",NA,"M",35,221
"228",2375,"00BB","Unalakleet","F",33,22
"229",239,"0BXB",NA,"M",35,221
"230",2395,"00BB","Unalakleet","M",33,22
"231",241,"000B",NA,"F",35,221
"232",2415,"0BAA","Shaktoolik","M",34,22
"233",243,"000B",NA,"M",35,221
"234",2435,"000B",NA,"M",34,22
"235",245,"000B",NA,"F",35,221
"236",2455,"00BX","Transitory","M",34,22
"237",247,"000B",NA,"F",35,221
"238",2475,"00BB","Unalakleet","M",34,22
"239",249,"000B",NA,"M",35,221
"240",2495,"00BB","Unalakleet","F",34,22
"241",2515,"00BB","Unalakleet","F",34,22
"242",2535,"00BX","Transitory","M",34,22
"243",2555,"00BB","Unalakleet","F",34,22
"244",2575,"00BB","Unalakleet","F",34,22
"245",2595,"000B",NA,"M",34,22
"246",2615,"00BB","Unalakleet","F",34,22
"247",2635,"000B",NA,"F",34,22
"248",2655,"000B",NA,"F",34,22
"249",2675,"00BA",NA,"F",34,22
"250",2695,"BBBA",NA,"M",34,22
"251",2715,"00BB","Unalakleet","M",34,22
"252",2735,"00BB","Unalakleet","M",34,22
"253",2755,"000B",NA,"F",34,22
"254",2775,"00BB","Unalakleet","M",34,22
"255",2795,"00BB","Unalakleet","F",34,22
"256",2815,"00BB","Unalakleet","F",34,22
"257",2835,"00BX","Transitory","M",34,22
"258",2855,"00BB","Unalakleet","F",34,22
"259",2875,"000B",NA,"F",34,22
"260",2895,"00BX","Transitory","M",34,22
"261",2915,"BABB","Unalakleet","M",34,22
"262",2935,"00BB","Unalakleet","M",34,22
"263",2955,"00BB","Unalakleet","F",34,22
"264",2975,"00BB","Unalakleet","M",34,22
"265",2995,"00BB","Unalakleet","F",34,22
"266",315,"000B",NA,"F",34,22
"267",335,"000B",NA,"F",34,22
"268",355,"000B",NA,"M",34,22
"269",375,"00BB","Unalakleet","F",34,22
"270",395,"000B",NA,"M",34,22
"271",3115,"00BB","Unalakleet","M",34,22
"272",3135,"000B",NA,"M",34,22
"273",3155,"000B",NA,"M",34,22
"274",3175,"00BB","Unalakleet","M",34,22
"275",3195,"000B",NA,"F",34,22
"276",3215,"00BB","Unalakleet","M",35,22
"277",3235,"000B",NA,"M",35,22
"278",3255,"000B",NA,"F",35,22
"279",3275,"000B",NA,"M",35,22
"280",3295,"000B",NA,"M",35,22
"281",3315,"000B",NA,"F",35,22
"282",3335,"00BB","Unalakleet","M",35,22
"283",3355,"000B",NA,"M",35,22
"284",3375,"BABX","Transitory","M",35,22
"285",3395,"00BB","Unalakleet","F",35,22
"286",3415,"000B",NA,"F",35,22
"287",3435,"000B",NA,"M",35,22
"288",3455,"000B",NA,"M",35,22
"289",3475,"00BB","Unalakleet","M",35,22
"290",3495,"00BB","Unalakleet","M",35,22
"291",3515,"00BB","Unalakleet","M",35,22
"292",3535,"00BB","Unalakleet","F",35,22
"293",3555,"000B",NA,"M",35,22
"294",3575,"00BA",NA,"M",35,22
"295",3595,"00BB","Unalakleet","M",35,22
"296",3615,"00BB","Unalakleet","M",35,22
"297",3655,"00BB","Unalakleet","M",35,22
"298",3675,"000B",NA,"F",35,22
"299",3695,"00BB","Unalakleet","F",35,22
"300",3715,"00BB","Unalakleet","M",35,22
"301",3735,"00BB","Unalakleet","F",35,22
"302",3755,"000B",NA,"M",35,22
"303",3775,"0BAB",NA,"F",35,22
"304",3795,"00BB","Unalakleet","F",35,22
"305",3815,"000B",NA,"M",35,22
"306",3835,"000B",NA,"M",35,22
"307",3855,"00BB","Unalakleet","M",35,22
"308",3875,"000B",NA,"M",35,22
"309",3895,"00BB","Unalakleet","M",35,22
"310",3915,"00BB","Unalakleet","F",35,22
"311",3935,"00BB","Unalakleet","M",35,22
"312",3955,"000B",NA,"F",35,22
"313",3975,"00BB","Unalakleet","M",35,22
"314",3995,"00BX","Transitory","M",35,22
"315",415,"0ABB","Unalakleet","M",31,22
"316",435,"0ABB","Unalakleet","M",31,22
"317",455,"00AA","Shaktoolik","M",31,22
"318",475,"00AA","Shaktoolik","M",31,22
"319",411,"00AB",NA,"M",32,221
"320",413,"00AB",NA,"M",32,221
"321",4135,"0ABB","Unalakleet","F",31,22
"322",415,"00AB",NA,"M",32,221
"323",4155,"0ABB","Unalakleet","F",32,22
"324",417,"000A",NA,"M",32,221
"325",4175,"0ABX","Transitory","M",32,22
"326",419,"ABAA","Shaktoolik","F",32,221
"327",4195,"00AB",NA,"F",32,22
"328",421,"000A",NA,"F",32,221
"329",4215,"ABAB",NA,"M",32,22
"330",423,"000A",NA,"F",32,221
"331",4235,"0ABX","Transitory","M",32,22
"332",425,"0ABB","Unalakleet","F",32,221
"333",4255,"0ABB","Unalakleet","M",32,22
"334",427,"0ABB","Unalakleet","F",32,221
"335",4275,"0ABB","Unalakleet","F",32,22
"336",429,"00AB",NA,"F",32,221
"337",4295,"0ABB","Unalakleet","M",32,22
"338",431,"000A",NA,"M",32,221
"339",4315,"0ABB","Unalakleet","F",32,22
"340",433,"ABAA","Shaktoolik","F",32,221
"341",4335,"0ABB","Unalakleet","F",32,22
"342",435,"ABAX","Transitory","M",32,221
"343",4355,"0ABX","Transitory","M",32,22
"344",437,"00AB",NA,"M",32,221
"345",4375,"0ABB","Unalakleet","M",32,22
"346",439,"000A",NA,"M",32,221
"347",4395,"00AB",NA,"M",32,22
"348",441,"000A",NA,"M",32,221
"349",4415,"0ABB","Unalakleet","M",32,22
"350",443,"000A",NA,"M",32,221
"351",4435,"0ABB","Unalakleet","M",32,22
"352",445,"00AB",NA,"M",32,221
"353",4455,"00AB",NA,"F",32,22
"354",447,"0ABB","Unalakleet","M",33,221
"355",4475,"0ABB","Unalakleet","M",32,22
"356",449,"00AB",NA,"M",33,221
"357",4495,"0ABB","Unalakleet","M",32,22
"358",451,"00AA","Shaktoolik","M",33,221
"359",4515,"0ABB","Unalakleet","M",32,22
"360",453,"00AA","Shaktoolik","F",33,221
"361",4535,"0ABB","Unalakleet","F",33,22
"362",455,"0ABB","Unalakleet","M",33,221
"363",4555,"0ABB","Unalakleet","M",33,22
"364",457,"AXAB",NA,"M",33,221
"365",4575,"0ABB","Unalakleet","M",33,22
"366",459,"00AA","Shaktoolik","M",33,221
"367",4595,"0ABB","Unalakleet","M",33,22
"368",461,"00AA","Shaktoolik","M",33,221
"369",4615,"0ABB","Unalakleet","F",33,22
"370",463,"00AX","Transitory","M",33,221
"371",4635,"ABAA","Shaktoolik","M",33,22
"372",465,"00AA","Shaktoolik","M",33,221
"373",4655,"0ABB","Unalakleet","M",33,22
"374",467,"AXAB",NA,"F",33,221
"375",4675,"0ABB","Unalakleet","M",33,22
"376",469,"AXAX","Transitory","F",33,221
"377",4695,"0ABB","Unalakleet","M",33,22
"378",471,"0ABB","Unalakleet","M",33,221
"379",4715,"00AB",NA,"F",33,22
"380",473,"000A",NA,"F",33,221
"381",4735,"0ABB","Unalakleet","M",33,22
"382",475,"AXAA","Shaktoolik","M",33,221
"383",4755,"0ABB","Unalakleet","M",33,22
"384",477,"00AB",NA,"M",34,221
"385",4775,"0ABB","Unalakleet","M",33,22
"386",479,"00AB",NA,"M",34,221
"387",4795,"0ABB","Unalakleet","M",33,22
"388",481,"00AA","Shaktoolik","M",34,221
"389",4815,"0ABB","Unalakleet","M",33,22
"390",483,"00AB",NA,"M",34,221
"391",4835,"0ABB","Unalakleet","M",33,22
"392",485,"0ABB","Unalakleet","F",34,221
"393",4855,"0ABB","Unalakleet","M",33,22
"394",487,"000A",NA,"M",34,221
"395",4875,"0ABB","Unalakleet","M",33,22
"396",489,"000A",NA,"M",34,221
"397",4895,"0ABB","Unalakleet","M",33,22
"398",491,"00AB",NA,"F",35,221
"399",493,"00AA","Shaktoolik","M",35,221
"400",4935,"0ABB","Unalakleet","M",33,22
"401",495,"000A",NA,"M",35,221
"402",4955,"0ABB","Unalakleet","M",33,22
"403",497,"00AB",NA,"M",35,221
"404",499,"00AB",NA,"M",35,221
"405",4995,"0ABB","Unalakleet","M",33,22
"406",51,"00AB",NA,"F",35,221
"407",515,"00AB",NA,"F",33,22
"408",53,"0ABB","Unalakleet","M",35,221
"409",535,"0ABB","Unalakleet","M",33,22
"410",55,"000A",NA,"M",35,221
"411",555,"00AX","Transitory","M",33,22
"412",57,"0ABB","Unalakleet","M",35,221
"413",575,"0ABB","Unalakleet","F",33,22
"414",59,"000A",NA,"F",35,221
"415",595,"0ABX","Transitory","F",33,22
"416",511,"ABXB",NA,"F",35,221
"417",5115,"00AB",NA,"M",33,22
"418",513,"00AB",NA,"F",35,221
"419",5135,"00AB",NA,"F",33,22
"420",515,"00AX","Transitory","M",35,221
"421",5155,"000A",NA,"F",33,22
"422",517,"00AB",NA,"F",35,221
"423",5175,"0ABB","Unalakleet","M",33,22
"424",519,"0ABB","Unalakleet","F",35,221
"425",5195,"0ABB","Unalakleet","M",33,22
"426",521,"ABXB",NA,"F",35,221
"427",5215,"0ABB","Unalakleet","M",33,22
"428",523,"00AB",NA,"M",35,221
"429",5235,"0ABB","Unalakleet","F",33,22
"430",525,"000A",NA,"M",35,221
"431",5255,"0ABB","Unalakleet","M",33,22
"432",527,"0ABB","Unalakleet","F",35,221
"433",5275,"00AA","Shaktoolik","F",33,22
"434",529,"00AB",NA,"M",35,221
"435",5295,"0ABB","Unalakleet","F",33,22
"436",531,"0ABB","Unalakleet","M",35,221
"437",5315,"0ABB","Unalakleet","M",33,22
"438",533,"00AB",NA,"F",35,221
"439",5335,"0ABB","Unalakleet","M",33,22
"440",535,"0ABA",NA,"F",35,221
"441",5355,"ABAX","Transitory","F",33,22
"442",537,"00AB",NA,"M",35,221
"443",5375,"00AA","Shaktoolik","F",33,22
"444",539,"00AB",NA,"F",35,221
"445",5395,"00AB",NA,"F",33,22
"446",541,"0ABB","Unalakleet","M",35,221
"447",5415,"0ABX","Transitory","F",33,22
"448",543,"00AB",NA,"M",35,221
"449",5435,"0ABA",NA,"M",33,22
"450",545,"0ABB","Unalakleet","M",35,221
"451",5455,"000A",NA,"F",33,22
"452",547,"0ABB","Unalakleet","M",35,221
"453",5475,"0ABX","Transitory","F",33,22
"454",549,"00AB",NA,"F",35,221
"455",5495,"0ABX","Transitory","M",33,22
"456",551,"0ABB","Unalakleet","F",35,221
"457",5515,"0ABB","Unalakleet","F",33,22
"458",553,"00AB",NA,"F",35,221
"459",5535,"0ABB","Unalakleet","M",33,22
"460",555,"000A",NA,"F",35,221
"461",5555,"0ABB","Unalakleet","M",33,22
"462",5575,"0ABB","Unalakleet","M",33,22
"463",5595,"0ABB","Unalakleet","F",33,22
"464",5615,"00AA","Shaktoolik","F",33,22
"465",5635,"000A",NA,"F",33,22
"466",5655,"0ABB","Unalakleet","F",33,22
"467",5675,"0ABX","Transitory","F",33,22
"468",5695,"0ABA",NA,"M",33,22
"469",5715,"0ABX","Transitory","F",33,22
"470",5735,"0ABB","Unalakleet","M",33,22
"471",5755,"00AA","Shaktoolik","F",33,22
"472",5775,"00AB",NA,"M",33,22
"473",5795,"0ABB","Unalakleet","F",33,22
"474",5815,"0ABB","Unalakleet","M",33,22
"475",5835,"00AX","Transitory","F",33,22
"476",5855,"ABXB",NA,"F",33,22
"477",5875,"0ABX","Transitory","F",33,22
"478",5895,"00AB",NA,"M",33,22
"479",5915,"0ABB","Unalakleet","F",33,22
"480",5935,"00AB",NA,"M",33,22
"481",5955,"0ABB","Unalakleet","M",33,22
"482",5975,"00AB",NA,"F",33,22
"483",5995,"0ABX","Transitory","F",33,22
"484",615,"00AA","Shaktoolik","M",33,22
"485",635,"000A",NA,"M",33,22
"486",655,"0ABB","Unalakleet","M",33,22
"487",675,"00AA","Shaktoolik","F",33,22
"488",695,"0ABB","Unalakleet","F",33,22
"489",6115,"0ABB","Unalakleet","F",33,22
"490",6135,"0ABB","Unalakleet","F",33,22
"491",6155,"00AB",NA,"M",33,22
"492",6175,"0ABB","Unalakleet","M",33,22
"493",6195,"000A",NA,"M",33,22
"494",6215,"00AA","Shaktoolik","F",33,22
"495",6235,"00AB",NA,"F",33,22
"496",6255,"00AB",NA,"M",33,22
"497",6275,"00AA","Shaktoolik","M",33,22
"498",6295,"00AB",NA,"F",33,22
"499",6315,"00AA","Shaktoolik","F",33,22
"500",6335,"0ABX","Transitory","M",33,22
"501",6355,"00AB",NA,"F",33,22
"502",6375,"00AX","Transitory","F",33,22
"503",6395,"00AA","Shaktoolik","F",33,22
"504",6415,"0ABX","Transitory","M",34,22
"505",6435,"000A",NA,"M",34,22
"506",6455,"000A",NA,"F",34,22
"507",6475,"00AA","Shaktoolik","F",34,22
"508",6495,"000A",NA,"F",34,22
"509",6515,"00AB",NA,"M",34,22
"510",6535,"00AA","Shaktoolik","M",34,22
"511",6555,"00AA","Shaktoolik","M",34,22
"512",6575,"0ABB","Unalakleet","F",34,22
"513",6595,"00AA","Shaktoolik","F",34,22
"514",6615,"AXAB",NA,"M",34,22
"515",6635,"0ABX","Transitory","M",34,22
"516",6655,"00AA","Shaktoolik","M",34,22
"517",6675,"00AA","Shaktoolik","F",34,22
"518",6695,"00AA","Shaktoolik","F",34,22
"519",6715,"00AA","Shaktoolik","F",34,22
"520",6735,"000A",NA,"M",34,22
"521",6755,"0ABB","Unalakleet","F",34,22
"522",6775,"0AXA",NA,"M",34,22
"523",6815,"0ABB","Unalakleet","M",34,22
"524",6835,"ABAB",NA,"F",34,22
"525",6855,"000A",NA,"F",34,22
"526",6875,"00AA","Shaktoolik","M",34,22
"527",6895,"00AA","Shaktoolik","M",34,22
"528",6915,"000A",NA,"F",34,22
"529",6935,"00AA","Shaktoolik","F",34,22
"530",6955,"0ABB","Unalakleet","M",34,22
"531",6975,"00AA","Shaktoolik","M",34,22
"532",6995,"0ABB","Unalakleet","M",34,22
"533",715,"0ABB","Unalakleet","M",34,22
"534",735,"00AA","Shaktoolik","M",34,22
"535",755,"0ABX","Transitory","M",34,22
"536",775,"00AA","Shaktoolik","F",34,22
"537",7115,"00AA","Shaktoolik","M",34,22
"538",7135,"0ABB","Unalakleet","M",34,22
"539",7155,"00AA","Shaktoolik","M",34,22
"540",7175,"00AA","Shaktoolik","M",34,22
"541",7195,"00AA","Shaktoolik","F",34,22
"542",7215,"0ABB","Unalakleet","M",35,22
"543",7235,"0ABB","Unalakleet","M",35,22
"544",7255,"00AB",NA,"F",35,22
"545",7275,"00AB",NA,"F",35,22
"546",7295,"00AA","Shaktoolik","M",35,22
"547",7315,"00AB",NA,"F",35,22
"548",7335,"00AB",NA,"F",35,22
"549",7355,"00AA","Shaktoolik","F",35,22
"550",7375,"00AB",NA,"M",35,22
"551",7395,"0ABB","Unalakleet","F",35,22
"552",7415,"0ABB","Unalakleet","M",35,22
"553",7435,"00AB",NA,"F",35,22
"554",7475,"0ABB","Unalakleet","F",35,22
"555",7495,"0ABA",NA,"F",35,22
"556",7515,"00AB",NA,"F",35,22
"557",7535,"00AB",NA,"F",35,22
"558",7555,"00AB",NA,"M",35,22
"559",7575,"00AB",NA,"F",35,22
"560",7595,"000A",NA,"M",35,22
"561",7615,"AXAA","Shaktoolik","F",35,22
"562",7635,"00AB",NA,"F",35,22
"563",7655,"0ABA",NA,"F",35,22
"564",7675,"00AX","Transitory","M",35,22
"565",7695,"0ABX","Transitory","M",35,22
"566",7715,"00AB",NA,"M",35,22
"567",7735,"000A",NA,"F",35,22
"568",7755,"000A",NA,"F",35,22
"569",7775,"000A",NA,"F",35,22
"570",7815,"00AA","Shaktoolik","F",35,22
"571",7835,"0ABB","Unalakleet","M",35,22
"572",7875,"00AB",NA,"F",35,22
"573",7895,"0ABX","Transitory","F",35,22
"574",7915,"000A",NA,"F",35,22
"575",7935,"00AA","Shaktoolik","F",35,22
"576",7955,"0ABB","Unalakleet","F",35,22
"577",7975,"00AA","Shaktoolik","M",35,22
"578",7995,"00AB",NA,"F",35,22
