 


Sub-Daily Data Between Two Dates
SHAKTOOLIK AIRPORT (AK)
111
Lat/Lon/Elev: 64.3700/-161.2240/23 ft

Date,Time,Wind Spd (mph),Wind Direction (deg),Sea Lev Press (hPa),Precip (in),
2020-07-18,07:56,8,190,1008.90,0.00,
2020-07-18,08:53,10,180,M,0.00,
2020-07-18,09:56,9,180,1009.40,0.00,
2020-07-18,10:56,9,230,1009.60,0.00,
2020-07-18,11:56,13,220,1010.00,0.00,
2020-07-18,12:56,14,230,1010.10,0.00,
2020-07-18,13:56,14,220,1010.10,0.00,
2020-07-18,14:56,14,230,1010.20,0.00,
2020-07-18,15:56,13,220,1010.20,0.00,
2020-07-18,16:56,13,230,1010.20,0.00,
2020-07-18,17:56,13,210,1010.20,0.00,
2020-07-18,18:56,14,220,1010.30,0.00,
2020-07-18,19:56,13,220,1010.30,0.00,
2020-07-18,20:56,14,210,1010.30,0.00,
2020-07-18,21:56,14,200,1010.60,0.00,
2020-07-18,22:56,14,190,1010.60,0.00,
2020-07-18,23:56,14,200,1010.90,0.00,
2020-07-19,00:56,15,210,1011.00,0.00,
2020-07-19,01:56,13,190,1011.30,0.00,
2020-07-19,02:56,10,180,1011.10,0.00,
2020-07-19,03:56,8,190,1011.00,0.00,
2020-07-19,04:56,8,200,1011.10,0.00,
2020-07-19,05:56,10,200,1011.10,0.00,
2020-07-19,06:56,10,200,1011.10,0.00,
2020-07-19,07:56,9,190,1011.10,0.00,
2020-07-19,08:56,10,230,1011.40,0.00,
2020-07-19,09:56,10,200,1011.60,0.00,
2020-07-19,10:56,9,200,1011.90,0.00,
2020-07-19,11:56,8,190,1012.20,0.00,
2020-07-19,12:56,9,210,1012.30,0.00,
2020-07-19,13:56,11,210,1012.30,0.00,
2020-07-19,14:56,9,250,1012.50,0.00,
2020-07-19,15:56,9,260,1012.20,0.00,
2020-07-19,16:56,7,250,1012.10,0.00,
2020-07-19,17:56,7,250,1012.00,0.00,
2020-07-19,18:56,0,0,1012.10,0.00,
2020-07-19,19:56,6,250,1012.10,0.00,
2020-07-19,20:56,7,220,1012.10,0.00,
2020-07-19,21:56,5,260,1012.50,0.00,
2020-07-19,22:56,5,210,1012.50,0.00,
2020-07-19,23:56,9,260,1012.50,0.00,
2020-07-20,00:56,6,220,1012.90,0.00,
2020-07-20,01:56,9,240,1013.00,0.00,
2020-07-20,02:56,7,230,1013.20,0.00,
2020-07-20,03:56,9,240,1013.30,0.00,
2020-07-20,04:56,10,240,1013.40,0.00,
2020-07-20,05:56,8,250,1013.50,0.00,
2020-07-20,06:56,6,250,1013.60,0.00,
2020-07-20,07:56,9,230,1013.70,0.02,
2020-07-20,08:56,7,260,1013.90,0.00,
2020-07-20,09:56,9,250,1014.30,0.00,
2020-07-20,10:56,17,260,1014.40,0.00,
2020-07-20,11:56,13,240,1014.80,0.00,
2020-07-20,12:56,14,230,1015.10,0.00,
2020-07-20,13:53,16,220,M,0.00,
2020-07-20,14:56,17,240,1015.20,0.00,
2020-07-20,15:56,18,260,1015.50,0.00,
2020-07-20,16:56,17,250,1015.40,0.00,
2020-07-20,17:56,18,250,1015.60,0.00,
2020-07-20,18:51,18,230,M,0.00,
2020-07-20,19:56,18,220,1015.70,0.00,
2020-07-20,20:56,18,240,1015.90,0.00,
2020-07-20,21:56,20,250,1016.10,0.00,
2020-07-20,22:56,16,230,1016.30,0.00,
2020-07-20,23:56,16,230,1016.50,0.00,
2020-07-21,00:56,17,210,1016.50,0.00,
2020-07-21,01:56,18,210,1016.70,0.00,
2020-07-21,02:56,15,210,1016.60,0.00,
2020-07-21,03:56,16,210,1016.40,0.00,
2020-07-21,04:56,16,230,1016.20,0.00,
2020-07-21,05:56,16,220,1016.10,0.00,
2020-07-21,06:56,14,210,1016.10,0.00,
2020-07-21,07:56,15,230,1016.00,0.00,
2020-07-21,08:56,17,220,1016.20,0.00,
2020-07-21,09:56,18,210,1016.30,0.00,
2020-07-21,10:56,16,220,1016.40,0.00,
2020-07-21,11:56,17,220,1016.50,0.00,
2020-07-21,12:56,17,200,1016.60,0.00,
2020-07-21,13:56,16,210,1016.60,0.00,
2020-07-21,15:19,15,220,M,0.00,
2020-07-21,15:56,14,220,1016.60,0.00,
2020-07-21,16:52,17,210,M,0.00,
2020-07-21,17:56,15,200,1016.40,0.00,
2020-07-21,18:56,14,210,1016.20,0.00,
2020-07-21,19:56,14,230,1016.20,0.00,
2020-07-21,20:56,14,230,1016.20,0.00,
2020-07-21,21:56,14,220,1016.10,0.00,
2020-07-21,22:56,11,230,1016.30,0.00,
2020-07-21,23:56,14,230,1016.50,0.00,
2020-07-22,00:56,13,220,1016.60,0.00,
2020-07-22,01:56,14,220,1016.50,0.00,
2020-07-22,02:56,10,230,1016.60,0.00,
2020-07-22,03:56,11,220,1016.50,0.00,
2020-07-22,04:56,11,210,1016.60,0.00,
2020-07-22,05:56,10,190,1016.50,0.00,
2020-07-22,06:56,11,200,1016.50,0.00,
2020-07-22,07:56,11,210,1016.60,0.00,
2020-07-22,08:56,13,200,1016.80,0.00,
2020-07-22,09:56,11,220,1016.90,0.00,
2020-07-22,10:56,14,220,1017.00,0.00,
2020-07-22,11:56,11,220,1017.30,0.00,
2020-07-22,12:56,16,240,1017.50,0.00,
2020-07-22,13:56,18,230,1017.60,0.00,
2020-07-22,14:56,15,230,1017.70,0.00,
2020-07-22,15:56,17,220,1017.80,0.00,
2020-07-22,16:56,14,220,1017.50,0.00,
2020-07-22,17:56,13,210,1017.10,0.00,
2020-07-22,18:56,13,210,1016.90,0.00,
2020-07-22,19:56,15,200,1016.70,0.00,
2020-07-22,20:56,15,200,1016.40,0.00,
2020-07-22,21:56,15,220,1016.10,0.00,
2020-07-22,22:56,14,230,1016.20,0.00,
2020-07-22,23:56,20,220,1016.00,0.00,
2020-07-23,00:56,14,210,1015.90,0.00,
2020-07-23,01:56,17,220,1015.40,0.00,
2020-07-23,02:56,18,210,1015.00,0.00,
2020-07-23,03:56,18,230,1014.70,0.00,
2020-07-23,04:56,17,230,1014.10,0.00,
2020-07-23,05:56,18,230,1013.60,0.00,
2020-07-23,06:56,17,230,1013.00,0.00,
2020-07-23,07:56,17,230,1012.50,0.00,
2020-07-23,08:56,13,210,1012.30,0.00,
2020-07-23,09:56,15,220,1011.80,0.00,
2020-07-23,10:56,17,230,1011.40,0.00,
2020-07-23,11:56,14,220,1011.10,0.00,
2020-07-23,12:56,15,240,1010.80,0.00,
2020-07-23,13:56,13,220,1010.30,0.00,
2020-07-23,14:56,13,220,1009.40,0.00,
2020-07-23,15:56,10,250,1009.20,0.00,
2020-07-23,16:56,13,230,1008.40,0.00,
2020-07-23,17:56,13,230,1007.70,0.00,
2020-07-23,18:56,13,230,1007.30,0.00,
2020-07-23,19:56,10,230,1006.60,0.00,
2020-07-23,20:56,14,230,1006.20,0.00,
2020-07-23,21:56,11,240,1005.90,0.00,
2020-07-23,22:56,11,230,1005.40,0.00,
2020-07-23,23:56,15,230,1004.90,0.00,
2020-07-24,00:56,14,240,1004.70,0.00,
2020-07-24,01:56,16,240,1004.10,0.00,
2020-07-24,02:56,16,240,1003.60,0.00,
2020-07-24,03:56,16,240,1003.30,0.00,
2020-07-24,04:56,16,230,1002.90,0.00,
2020-07-24,05:56,16,240,1002.60,0.00,
2020-07-24,06:56,16,250,1002.40,0.00,
2020-07-24,07:56,15,240,1002.10,0.00,
2020-07-24,08:56,17,260,1002.30,0.00,
2020-07-24,09:56,11,260,1002.00,0.00,
2020-07-24,10:56,11,40,1002.30,0.00,
2020-07-24,11:53,10,40,M,0.00,
2020-07-24,12:56,13,30,1002.60,0.00,
2020-07-24,13:56,11,30,1002.80,0.00,
2020-07-24,14:56,9,10,1002.80,0.00,
2020-07-24,15:56,9,30,1002.70,0.00,
2020-07-24,16:56,7,10,1002.80,0.00,
2020-07-24,17:56,5,10,1002.60,0.00,
2020-07-24,18:56,8,10,1002.70,0.00,
2020-07-24,19:56,6,10,1002.70,0.00,
2020-07-24,20:56,7,360,1002.80,0.00,
2020-07-24,21:56,5,360,1003.00,0.00,
2020-07-24,22:56,3,10,1003.20,0.00,
2020-07-24,23:56,3,60,1003.40,0.00,
2020-07-25,00:56,0,0,1003.50,0.00,
2020-07-25,01:56,6,20,1003.50,0.00,
2020-07-25,02:56,5,360,1003.70,0.00,
2020-07-25,03:56,5,20,1003.80,0.00,
2020-07-25,04:56,5,30,1003.90,0.00,
2020-07-25,05:56,3,20,1004.10,0.00,
2020-07-25,06:56,7,30,1004.20,0.00,
2020-07-25,07:56,8,30,1004.30,0.00,
2020-07-25,08:56,10,30,1004.30,0.00,
2020-07-25,09:56,11,30,1004.50,0.00,
2020-07-25,10:56,10,10,1004.80,0.00,
2020-07-25,11:56,10,360,1004.90,0.00,
2020-07-25,12:56,11,10,1004.90,0.00,
2020-07-25,13:56,10,30,1004.90,0.00,
2020-07-25,14:56,8,20,1004.80,0.00,
2020-07-25,15:56,7,340,1004.70,0.00,
2020-07-25,16:56,8,10,1004.90,0.00,
2020-07-25,17:56,14,300,1004.90,0.00,
2020-07-25,18:56,14,310,1004.90,0.00,
2020-07-25,19:56,10,290,1004.80,0.00,
2020-07-25,20:56,7,340,1005.20,0.00,
2020-07-25,21:56,7,350,1005.60,0.00,
2020-07-25,22:56,5,330,1005.80,0.00,
2020-07-25,23:56,0,0,1006.00,0.00,
2020-07-26,00:56,0,0,1006.20,0.00,
2020-07-26,01:56,3,300,1006.20,0.00,
2020-07-26,02:56,0,0,1006.20,0.00,
2020-07-26,03:56,7,140,1006.00,0.00,
2020-07-26,04:56,6,110,1006.00,0.00,
2020-07-26,05:56,5,190,1006.40,0.00,
2020-07-26,06:56,3,270,1006.40,0.00,
2020-07-26,07:56,10,260,1006.90,0.00,
2020-07-26,08:56,7,250,1007.10,0.00,
2020-07-26,09:56,13,240,1007.40,0.00,
2020-07-26,10:56,14,230,1007.70,0.00,
2020-07-26,11:56,13,230,1007.90,0.00,
2020-07-26,12:56,14,230,1008.20,0.00,
2020-07-26,13:56,13,220,1008.40,0.00,
2020-07-26,14:56,15,230,1008.60,0.00,
2020-07-26,15:56,14,220,1008.70,0.00,
2020-07-26,16:56,14,220,1008.60,0.00,
2020-07-26,17:56,13,220,1008.50,0.00,
2020-07-26,18:56,14,200,1008.50,0.00,
2020-07-26,19:56,14,220,1008.60,0.00,
2020-07-26,20:56,16,210,1008.80,0.00,
2020-07-26,21:56,15,220,1009.00,0.00,
2020-07-26,22:56,17,230,1009.10,0.00,
2020-07-26,23:56,17,210,1009.60,0.00,
2020-07-27,00:56,18,220,1009.90,0.00,
2020-07-27,01:56,20,220,1009.80,0.00,
2020-07-27,02:56,21,230,1009.90,0.00,
2020-07-27,03:56,20,230,1010.10,0.00,
2020-07-27,04:56,21,230,1010.20,0.00,
2020-07-27,05:56,20,220,1010.20,0.00,
2020-07-27,06:56,21,230,1010.30,0.00,
2020-07-27,07:56,21,240,1010.70,0.00,
2020-07-27,08:56,17,240,1010.80,0.00,
2020-07-27,09:56,23,220,1010.90,0.00,
2020-07-27,10:56,22,230,1011.40,0.00,
2020-07-27,11:56,21,230,1011.80,0.00,
2020-07-27,12:56,23,220,1012.10,0.00,
2020-07-27,13:56,23,220,1012.30,0.00,
2020-07-27,14:56,24,220,1012.70,0.00,
2020-07-27,15:56,24,220,1012.80,0.00,
2020-07-27,16:56,24,220,1012.30,0.00,
2020-07-27,17:56,22,220,1012.50,0.00,
2020-07-27,18:56,22,220,1012.60,0.00,
2020-07-27,19:56,18,230,1012.30,0.00,
2020-07-27,20:56,18,230,1012.10,0.00,
2020-07-27,21:56,21,230,1012.30,0.00,
2020-07-27,22:56,20,230,1012.80,0.00,
2020-07-27,23:56,22,230,1013.10,0.00,
2020-07-28,00:56,24,230,1012.80,0.00,
2020-07-28,01:56,25,220,1012.60,0.00,
2020-07-28,02:56,28,220,1012.80,0.00,
2020-07-28,03:56,25,220,1013.10,0.00,
2020-07-28,04:56,25,220,1013.10,0.00,
2020-07-28,05:56,26,220,1013.40,0.00,
2020-07-28,06:56,26,220,1013.60,0.00,
2020-07-28,07:56,29,220,1013.80,0.00,
2020-07-28,08:56,30,220,1014.10,0.00,
2020-07-28,09:56,24,230,1014.70,0.00,
2020-07-28,10:56,26,230,1014.90,0.00,
2020-07-28,11:56,24,230,1015.10,0.00,
2020-07-28,12:56,29,220,1015.50,0.00,
2020-07-28,13:54,28,220,M,0.00,
2020-07-28,15:33,25,220,1015.90,0.00,
2020-07-28,15:56,22,230,1016.10,0.00,
2020-07-28,16:56,23,230,1016.10,0.00,
2020-07-28,17:56,22,240,1016.50,0.00,
2020-07-28,18:56,21,240,1016.50,0.00,
2020-07-28,19:56,22,230,1016.40,0.00,
2020-07-28,20:56,20,240,1016.70,0.00,
2020-07-28,21:56,22,240,1016.70,0.00,
2020-07-28,22:56,28,230,1016.80,0.00,
2020-07-28,23:56,24,220,1017.10,0.00,
2020-07-29,00:56,25,230,1017.20,0.00,
2020-07-29,01:56,26,220,1017.20,0.00,
2020-07-29,02:56,24,230,1017.20,0.00,
2020-07-29,03:56,21,230,1017.30,0.00,
2020-07-29,04:56,23,220,1017.10,0.00,
2020-07-29,05:56,22,220,1016.80,0.00,
2020-07-29,06:56,21,210,1016.60,0.00,
2020-07-29,07:56,17,210,1016.50,0.00,
2020-07-29,08:56,20,220,1016.10,0.00,
2020-07-29,09:56,18,210,1015.90,0.00,
2020-07-29,10:56,17,220,1015.70,0.00,
2020-07-29,11:56,17,210,1015.40,0.00,
2020-07-29,12:56,15,210,1015.10,0.00,
2020-07-29,13:56,13,210,1014.60,0.00,
2020-07-29,15:35,7,230,M,0.00,
2020-07-29,15:56,7,210,1013.50,0.00,
2020-07-29,16:56,3,230,1012.50,0.00,
2020-07-29,17:56,3,M,1011.80,0.00,
2020-07-29,18:56,0,0,1010.90,0.00,
2020-07-29,19:56,0,0,1010.30,0.00,
2020-07-29,20:56,5,20,1009.50,0.00,
2020-07-29,21:56,8,20,1008.80,0.00,
2020-07-29,22:56,9,30,1008.30,0.00,
2020-07-29,23:56,8,40,1007.90,0.00,
2020-07-30,00:56,9,30,1006.90,0.00,
2020-07-30,01:56,8,40,1006.40,0.00,
2020-07-30,02:56,8,40,1005.80,0.00,
2020-07-30,03:56,6,50,1005.10,0.00,
2020-07-30,04:56,5,40,1004.60,0.00,
2020-07-30,05:56,0,0,1004.40,0.01,
2020-07-30,06:56,7,90,1004.30,0.00,
2020-07-30,07:50,7,70,M,0.05,
2020-07-30,08:56,8,80,1003.50,0.00,
2020-07-30,09:56,3,90,1003.70,m,
2020-07-30,10:52,15,160,M,m,
2020-07-30,11:56,18,180,M,m,
2020-07-30,12:56,20,170,1004.90,m,
2020-07-30,13:56,15,190,1005.10,m,
2020-07-30,15:29,10,160,M,m,
2020-07-30,15:56,7,160,1005.80,m,
2020-07-30,16:56,9,180,1006.00,m,
2020-07-30,17:56,0,0,1006.20,m,
2020-07-30,18:56,5,130,1006.60,0.00,
2020-07-30,19:56,3,60,1006.50,m,
2020-07-30,20:56,6,70,1006.80,0.00,
2020-07-30,21:56,7,50,1007.10,0.00,
2020-07-30,22:56,11,140,1007.50,0.00,
2020-07-30,23:56,6,120,1007.70,m,
2020-07-31,00:56,9,140,1008.00,m,
2020-07-31,01:56,8,130,1008.20,m,
2020-07-31,02:56,7,150,1008.60,m,
2020-07-31,03:56,7,140,1008.70,m,
2020-07-31,04:56,5,120,1009.00,m,
2020-07-31,05:56,7,140,1009.30,m,
2020-07-31,06:56,8,140,1009.50,m,
2020-07-31,07:56,13,140,1009.80,m,
2020-07-31,08:56,10,140,1010.00,m,
2020-07-31,09:56,10,160,1010.40,m,
2020-07-31,10:56,11,170,1010.50,m,
2020-07-31,11:56,10,190,1010.70,m,
2020-07-31,12:56,8,220,1010.90,m,
2020-07-31,13:56,5,260,1010.80,m,
2020-07-31,15:09,0,0,M,m,
2020-07-31,15:56,5,360,1010.90,m,
2020-07-31,16:56,7,10,1010.80,m,
2020-07-31,17:56,3,30,1010.50,0.02,
2020-07-31,18:56,7,360,1010.30,m,
2020-07-31,19:56,9,10,1010.40,m,
2020-07-31,20:56,10,20,1010.30,m,
2020-07-31,21:56,10,30,1010.20,0.00,
2020-07-31,22:56,8,30,1010.20,0.00,
2020-07-31,23:56,5,50,1010.20,0.00,
2020-08-01,00:56,7,360,1009.90,0.00,
2020-08-01,01:56,9,10,1009.80,0.00,
2020-08-01,02:56,10,10,1009.90,0.00,
2020-08-01,03:56,11,10,1009.80,0.00,
2020-08-01,04:56,15,20,1009.40,0.00,
2020-08-01,05:56,16,30,1009.40,0.00,
2020-08-01,06:56,16,20,1009.20,0.00,
2020-08-01,07:56,21,20,1009.00,0.00,
2020-08-01,08:56,21,30,1008.70,0.00,
2020-08-01,09:56,22,10,1008.50,0.00,
2020-08-01,10:56,22,10,1008.30,0.00,
2020-08-01,11:56,21,10,1007.70,0.00,
2020-08-01,12:56,20,10,1007.50,0.00,
2020-08-01,13:56,23,10,1007.00,0.00,
2020-08-01,14:56,21,10,1006.70,0.00,
2020-08-01,15:56,18,360,1006.50,0.00,
2020-08-01,16:56,21,10,1006.20,0.00,
2020-08-01,17:56,21,10,1006.00,0.00,
2020-08-01,18:56,23,10,1005.90,0.00,
2020-08-01,19:56,20,20,1005.70,0.00,
2020-08-01,20:56,17,20,1005.60,0.00,
2020-08-01,21:56,17,20,1005.40,0.00,
2020-08-01,22:56,16,10,1005.30,0.00,
2020-08-01,23:56,16,10,1005.10,0.00,
2020-08-02,00:56,14,360,1004.90,0.00,
2020-08-02,01:56,15,360,1005.00,0.00,
2020-08-02,02:56,13,360,1004.80,0.00,
2020-08-02,03:56,16,10,1004.50,0.00,
2020-08-02,04:56,13,10,1004.20,0.00,
2020-08-02,05:56,15,10,1003.90,0.00,
2020-08-02,06:56,17,10,1003.60,0.00,
2020-08-02,07:56,17,10,1003.20,0.00,
2020-08-02,08:56,18,20,1003.30,0.00,
2020-08-02,09:56,16,20,1003.30,0.00,
2020-08-02,10:56,15,20,1003.20,0.00,
2020-08-02,11:56,15,20,1003.10,0.00,
2020-08-02,12:56,13,10,1002.90,0.00,
2020-08-02,13:56,16,20,1002.50,0.00,
2020-08-02,14:56,15,10,1002.40,0.00,
2020-08-02,15:56,15,10,1002.20,0.00,
2020-08-02,16:56,15,10,1002.10,0.00,
2020-08-02,17:56,14,20,1002.00,0.00,
2020-08-02,18:56,15,10,1002.00,0.00,
2020-08-02,19:56,10,360,1002.00,0.00,
2020-08-02,20:56,8,330,1002.20,0.00,
2020-08-02,21:56,10,340,1002.40,0.00,
2020-08-02,22:56,11,10,1002.80,0.00,
2020-08-02,23:56,10,20,1003.20,0.00,
2020-08-03,00:56,9,10,1003.40,0.00,
2020-08-03,01:56,13,10,1003.60,0.00,
2020-08-03,02:56,10,30,1003.90,0.00,
2020-08-03,03:56,14,30,1004.10,0.00,
2020-08-03,04:56,13,40,1004.20,0.00,
2020-08-03,05:56,14,20,1004.40,0.00,
2020-08-03,06:56,17,20,1004.60,0.00,
2020-08-03,07:56,20,10,1004.60,0.00,
2020-08-03,08:56,18,10,1004.90,0.00,
2020-08-03,09:56,17,20,1005.10,0.00,
2020-08-03,10:56,16,10,1005.40,0.00,
2020-08-03,11:56,15,10,1005.50,0.00,
2020-08-03,12:56,14,360,1005.50,0.00,
2020-08-03,13:56,10,360,1005.60,0.00,
2020-08-03,14:56,11,360,1005.70,0.00,
2020-08-03,15:56,11,10,1005.60,0.00,
2020-08-03,16:56,13,10,1005.60,0.00,
2020-08-03,17:56,15,10,1005.50,0.00,
2020-08-03,18:56,13,20,1005.60,0.00,
2020-08-03,19:56,9,10,1005.90,0.00,
2020-08-03,20:56,8,360,1005.90,0.00,
2020-08-03,21:56,7,320,1006.20,0.00,
2020-08-03,22:56,15,10,1006.60,0.00,
2020-08-03,23:56,20,10,1007.10,0.00,
2020-08-04,00:56,21,10,1007.30,0.00,
2020-08-04,01:56,21,10,1007.50,0.00,
2020-08-04,02:56,22,20,1007.60,0.00,
2020-08-04,03:56,22,20,1007.90,0.00,
2020-08-04,04:56,23,20,1008.00,0.00,
2020-08-04,05:56,21,20,1008.40,0.00,
2020-08-04,06:56,22,30,1008.40,0.00,
2020-08-04,07:51,17,30,M,0.00,
2020-08-04,08:53,21,20,M,0.00,
2020-08-04,09:56,21,20,1009.30,0.00,
2020-08-04,10:56,22,30,1009.50,0.00,
2020-08-04,11:56,21,20,1009.50,0.00,
2020-08-04,12:56,22,20,1009.60,0.00,
2020-08-04,13:56,22,20,1009.80,0.00,
2020-08-04,15:11,21,30,M,0.00,
2020-08-04,15:56,23,20,1009.30,0.00,
2020-08-04,16:56,22,20,1008.90,0.00,
2020-08-04,17:56,21,20,1008.70,0.00,
2020-08-04,18:56,21,20,1008.20,0.00,
2020-08-04,19:56,17,10,1008.20,0.00,
2020-08-04,20:56,20,10,1008.10,0.00,
2020-08-04,21:56,15,20,1008.10,0.00,
2020-08-04,22:56,16,10,1008.10,0.00,
2020-08-04,23:56,17,10,1007.80,0.00,
2020-08-05,00:56,21,10,1007.50,0.00,
2020-08-05,01:56,11,20,1007.40,0.00,
2020-08-05,02:56,16,10,1006.90,0.00,
2020-08-05,03:56,18,20,1006.40,0.00,
2020-08-05,04:56,17,20,1006.20,0.00,
2020-08-05,05:56,13,30,1005.70,0.00,
2020-08-05,06:56,16,20,1005.40,0.00,
2020-08-05,07:56,15,30,1004.90,0.00,
2020-08-05,08:56,13,20,1004.60,0.00,
2020-08-05,09:56,11,20,1004.00,0.00,
2020-08-05,10:56,9,10,1003.60,0.00,
2020-08-05,11:56,10,10,1002.90,0.00,
2020-08-05,12:56,11,20,1002.50,0.00,
2020-08-05,13:56,9,20,1001.80,0.00,
2020-08-05,14:56,11,10,1001.20,0.00,
2020-08-05,15:56,15,10,1000.30,0.00,
2020-08-05,16:56,16,20,999.60,0.00,
2020-08-05,17:56,17,10,998.60,0.00,
2020-08-05,18:56,17,20,997.40,0.00,
2020-08-05,19:56,13,20,997.30,0.00,
2020-08-05,20:56,16,30,996.30,0.08,
2020-08-05,21:56,13,40,995.90,0.00,
2020-08-05,22:56,16,30,995.10,0.01,
2020-08-05,23:56,23,20,994.10,0.00,
2020-08-06,00:56,13,10,994.10,0.00,
2020-08-06,01:56,14,10,994.40,0.08,
2020-08-06,02:56,15,40,993.50,0.00,
2020-08-06,03:56,15,50,992.70,0.00,
2020-08-06,04:56,15,60,992.50,0.00,
2020-08-06,05:56,10,50,992.20,0.00,
2020-08-06,06:56,14,100,991.80,0.01,
2020-08-06,07:56,14,90,991.40,0.00,
2020-08-06,08:56,13,120,991.50,0.00,
2020-08-06,09:56,11,130,991.40,0.00,
2020-08-06,10:56,13,130,991.40,0.00,
2020-08-06,11:56,15,140,991.30,0.00,
2020-08-06,12:56,14,140,991.20,0.00,
2020-08-06,13:56,11,140,991.10,0.00,
2020-08-06,14:56,11,120,991.00,0.00,
2020-08-06,15:56,14,120,990.90,0.00,
2020-08-06,16:56,11,140,991.00,0.00,
2020-08-06,17:56,9,130,991.00,0.00,
2020-08-06,18:56,9,160,991.10,0.00,
2020-08-06,19:56,5,130,991.30,0.00,
2020-08-06,20:56,3,170,991.60,0.00,
2020-08-06,21:56,3,60,991.80,0.00,
2020-08-06,22:56,7,120,992.20,0.00,
2020-08-06,23:56,8,140,992.60,0.00,
2020-08-07,00:56,7,130,993.10,0.00,
2020-08-07,01:56,9,130,993.30,0.00,
2020-08-07,02:56,8,130,993.60,0.00,
2020-08-07,03:56,10,140,994.00,0.00,
2020-08-07,04:56,8,150,994.20,0.00,
