 


Sub-Daily Data Between Two Dates
UNALAKLEET FLD (AK)
26627
Lat/Lon/Elev: 63.8833/-160.8000/18 ft

Date,Time,Wind Spd (mph),Wind Direction (deg),Sea Lev Press (hPa),Precip (in),
2021-06-30,07:56,9,60,1016.10,m,
2021-06-30,08:56,11,70,1015.80,M,
2021-06-30,09:56,15,60,1015.40,M,
2021-06-30,10:56,13,70,1015.10,m,
2021-06-30,11:56,11,60,1014.70,M,
2021-06-30,12:56,10,70,1014.20,M,
2021-06-30,13:56,5,100,1014.20,m,
2021-06-30,14:56,6,280,1014.20,m,
2021-06-30,15:56,8,320,1013.90,m,
2021-06-30,16:56,13,330,1013.30,m,
2021-06-30,17:56,8,320,1013.00,m,
2021-06-30,18:56,9,320,1012.20,m,
2021-06-30,19:56,9,320,1012.00,m,
2021-06-30,20:56,11,320,1011.70,m,
2021-06-30,21:56,8,320,1011.70,m,
2021-06-30,22:56,3,330,1011.40,m,
2021-06-30,23:56,9,70,1011.10,m,
2021-07-01,00:56,11,80,1011.20,m,
2021-07-01,01:56,8,70,1011.30,m,
2021-07-01,02:56,5,70,1011.00,m,
2021-07-01,03:56,8,90,1010.70,m,
2021-07-01,04:56,13,70,1010.50,m,
2021-07-01,05:56,6,30,1010.30,m,
2021-07-01,06:56,16,70,1010.20,m,
2021-07-01,07:56,15,90,1010.00,m,
2021-07-01,08:56,13,50,1009.80,m,
2021-07-01,09:56,18,100,1009.40,m,
2021-07-01,10:56,20,90,1009.60,m,
2021-07-01,11:56,14,120,1009.80,m,
2021-07-01,12:56,11,110,1010.30,M,
2021-07-01,13:56,14,80,1010.40,M,
2021-07-01,14:56,16,70,1010.20,M,
2021-07-01,15:56,15,80,1009.60,M,
2021-07-01,16:56,15,90,1009.00,m,
2021-07-01,17:56,15,140,1009.00,m,
2021-07-01,18:56,0,0,1008.90,M,
2021-07-01,19:56,7,60,1008.40,M,
2021-07-01,20:56,5,60,1008.20,m,
2021-07-01,21:56,5,110,1008.00,M,
2021-07-01,22:56,8,110,1007.90,M,
2021-07-01,23:56,3,90,1007.70,m,
2021-07-02,00:56,7,60,1007.70,m,
2021-07-02,01:56,6,80,1007.80,m,
2021-07-02,02:56,3,60,1007.60,M,
2021-07-02,03:56,0,0,1007.60,M,
2021-07-02,04:56,6,110,1007.60,M,
2021-07-02,05:56,6,120,1007.60,M,
2021-07-02,06:56,3,80,1007.40,M,
2021-07-02,07:56,6,80,1007.60,M,
2021-07-02,08:56,7,90,1007.40,M,
2021-07-02,09:56,10,90,1007.50,m,
2021-07-02,10:56,15,110,1007.60,m,
2021-07-02,11:56,10,150,1008.00,m,
2021-07-02,12:56,9,170,1008.00,m,
2021-07-02,13:56,17,130,1007.90,m,
2021-07-02,14:56,10,140,1007.60,m,
2021-07-02,15:56,8,150,1007.40,m,
2021-07-02,16:56,9,140,1007.20,m,
2021-07-02,17:56,21,80,1008.30,m,
2021-07-02,18:56,15,80,1009.30,M,
2021-07-02,19:56,14,90,1009.80,M,
2021-07-02,20:56,10,80,1010.20,M,
2021-07-02,21:56,11,80,1010.60,m,
2021-07-02,22:56,8,150,1011.80,m,
2021-07-02,23:56,6,140,1012.50,m,
2021-07-03,00:56,7,120,1013.00,m,
2021-07-03,01:56,7,120,1013.70,M,
2021-07-03,02:56,5,110,1014.00,M,
2021-07-03,03:56,7,120,1014.70,m,
2021-07-03,04:56,13,110,1015.20,m,
2021-07-03,05:56,10,120,1015.80,m,
2021-07-03,06:56,9,100,1016.00,M,
2021-07-03,07:56,9,100,1016.30,m,
2021-07-03,08:56,9,110,1016.90,M,
2021-07-03,09:56,5,170,1017.20,M,
2021-07-03,10:56,11,160,1017.30,M,
2021-07-03,11:56,11,170,1017.70,M,
2021-07-03,12:56,11,150,1017.90,M,
2021-07-03,13:56,13,170,1017.90,m,
2021-07-03,14:56,10,190,1018.10,m,
2021-07-03,15:56,9,190,1018.10,m,
2021-07-03,16:56,10,200,1018.50,M,
2021-07-03,17:56,10,220,1018.70,m,
2021-07-03,18:56,11,210,1018.90,M,
2021-07-03,19:56,7,190,1018.90,M,
2021-07-03,20:56,8,190,1019.00,M,
2021-07-03,21:56,8,180,1019.10,M,
2021-07-03,22:56,7,140,1019.60,M,
2021-07-03,23:56,5,120,1019.90,M,
2021-07-04,00:56,3,110,1020.00,M,
2021-07-04,01:56,6,90,1019.90,M,
2021-07-04,02:56,7,90,1019.60,M,
2021-07-04,03:56,6,80,1019.50,M,
2021-07-04,04:56,7,90,1019.30,m,
2021-07-04,05:56,7,70,1019.30,M,
2021-07-04,06:56,8,90,1019.40,M,
2021-07-04,07:56,7,90,1019.40,M,
2021-07-04,08:56,8,90,1019.30,M,
2021-07-04,09:56,8,100,1019.10,M,
2021-07-04,10:56,3,120,1019.00,M,
2021-07-04,11:56,3,150,1018.90,M,
2021-07-04,12:56,0,0,1018.80,M,
2021-07-04,13:56,3,130,1018.70,M,
2021-07-04,14:56,6,120,1018.50,M,
2021-07-04,15:56,6,120,1018.10,M,
2021-07-04,16:56,5,120,1017.60,M,
2021-07-04,17:56,8,160,1017.30,M,
2021-07-04,18:56,6,190,1016.90,M,
2021-07-04,19:56,0,0,1016.50,m,
2021-07-04,20:56,5,110,1016.30,m,
2021-07-04,21:56,6,100,1016.20,M,
2021-07-04,22:56,9,80,1016.00,M,
2021-07-04,23:56,10,80,1015.60,M,
2021-07-05,00:56,7,100,1015.40,M,
2021-07-05,01:56,5,100,1015.00,m,
2021-07-05,02:56,5,90,1014.90,m,
2021-07-05,03:56,5,100,1014.00,m,
2021-07-05,04:56,7,70,1013.50,m,
2021-07-05,05:56,7,80,1012.80,m,
2021-07-05,06:56,6,80,1011.90,M,
2021-07-05,07:56,8,70,1011.10,M,
2021-07-05,08:56,8,70,1010.00,M,
2021-07-05,09:56,8,60,1008.70,M,
2021-07-05,10:56,10,90,1008.00,M,
2021-07-05,11:56,9,100,1007.50,M,
2021-07-05,12:56,9,140,1007.00,M,
2021-07-05,13:56,7,130,1006.50,M,
2021-07-05,14:56,8,170,1006.00,M,
2021-07-05,15:56,0,0,1005.40,M,
2021-07-05,16:56,7,120,1004.80,M,
2021-07-05,17:56,3,200,1004.50,M,
2021-07-05,18:56,5,160,1004.40,M,
2021-07-05,19:56,13,180,1004.40,M,
2021-07-05,20:56,13,180,1004.30,M,
2021-07-05,21:56,6,100,1004.60,M,
2021-07-05,22:56,6,120,1004.80,M,
2021-07-05,23:56,6,100,1004.90,M,
2021-07-06,00:56,5,130,1005.10,M,
2021-07-06,01:56,8,140,1005.20,M,
2021-07-06,02:56,11,170,1005.30,M,
2021-07-06,03:56,15,170,1005.40,M,
2021-07-06,04:56,21,210,1005.60,M,
2021-07-06,05:56,15,190,1005.90,M,
2021-07-06,06:56,21,190,1006.10,M,
2021-07-06,07:56,22,190,1006.50,M,
2021-07-06,08:56,23,200,1006.90,M,
2021-07-06,09:56,20,210,1007.40,M,
2021-07-06,10:56,16,220,1007.80,M,
2021-07-06,11:56,14,230,1008.00,m,
2021-07-06,12:56,13,230,1008.20,m,
2021-07-06,13:56,9,250,1008.40,M,
2021-07-06,14:56,7,270,1008.40,M,
2021-07-06,15:56,5,200,1008.60,M,
2021-07-06,16:56,3,190,1008.30,m,
2021-07-06,17:56,5,200,1008.20,M,
2021-07-06,18:56,0,0,1008.10,m,
2021-07-06,19:56,3,190,1008.10,m,
2021-07-06,20:56,7,180,1007.90,m,
2021-07-06,21:56,6,180,1008.00,m,
2021-07-06,22:56,6,220,1008.10,m,
2021-07-06,23:56,5,210,1008.40,m,
2021-07-07,00:56,9,290,1008.60,m,
2021-07-07,01:56,0,0,1008.80,m,
2021-07-07,02:56,9,280,1008.90,m,
2021-07-07,03:56,8,260,1008.80,m,
2021-07-07,04:56,7,260,1008.80,m,
2021-07-07,05:56,7,250,1008.70,m,
2021-07-07,06:56,0,0,1008.80,m,
2021-07-07,07:56,8,270,1008.90,m,
2021-07-07,08:56,8,250,1009.20,m,
2021-07-07,09:56,8,240,1009.30,m,
2021-07-07,10:56,14,240,1009.30,m,
2021-07-07,11:56,13,240,1009.40,m,
2021-07-07,12:56,10,270,1009.30,m,
2021-07-07,13:56,15,240,1009.50,m,
2021-07-07,14:56,17,260,1009.40,m,
2021-07-07,15:56,10,280,1009.40,m,
2021-07-07,16:56,11,270,1009.10,m,
2021-07-07,17:56,9,270,1008.90,m,
2021-07-07,18:56,6,260,1008.60,m,
2021-07-07,19:56,0,0,1008.00,m,
2021-07-07,20:56,6,280,1007.80,m,
2021-07-07,21:56,7,160,1007.80,m,
2021-07-07,22:56,13,230,1008.00,m,
2021-07-07,23:56,13,230,1007.90,m,
2021-07-08,00:56,10,170,1007.60,m,
2021-07-08,01:56,14,190,1007.20,m,
2021-07-08,02:56,16,200,1006.90,m,
2021-07-08,03:56,6,110,1006.80,m,
2021-07-08,04:56,5,110,1006.50,m,
2021-07-08,05:56,7,120,1006.10,m,
2021-07-08,06:56,8,150,1006.10,m,
2021-07-08,07:56,7,130,1006.00,m,
2021-07-08,08:56,9,140,1006.00,m,
2021-07-08,09:56,13,150,1005.70,m,
2021-07-08,10:56,13,150,1005.60,m,
2021-07-08,11:56,15,150,1005.40,m,
2021-07-08,12:56,14,150,1005.20,m,
2021-07-08,13:56,15,150,1005.10,m,
2021-07-08,14:56,15,160,1004.50,m,
2021-07-08,15:56,15,160,1004.00,m,
2021-07-08,16:56,9,210,1003.80,m,
2021-07-08,17:56,5,200,1003.20,m,
2021-07-08,18:56,7,210,1002.90,m,
2021-07-08,19:56,3,150,1002.30,m,
2021-07-08,20:56,8,140,1002.10,m,
2021-07-08,21:56,8,260,1002.10,m,
2021-07-08,22:56,0,0,1001.70,m,
2021-07-08,23:56,6,80,1001.50,m,
2021-07-09,00:56,7,90,1001.30,m,
2021-07-09,01:56,7,90,1001.10,m,
2021-07-09,02:56,9,80,1000.90,m,
2021-07-09,03:56,8,90,1000.50,m,
2021-07-09,04:56,11,80,1000.00,m,
2021-07-09,05:56,13,80,999.70,m,
2021-07-09,06:56,13,80,999.80,m,
2021-07-09,07:56,13,70,999.80,m,
2021-07-09,08:56,15,80,999.90,m,
2021-07-09,09:56,15,80,1000.20,m,
2021-07-09,10:56,15,80,1000.50,m,
2021-07-09,11:56,13,60,1000.80,m,
2021-07-09,12:56,16,70,1001.10,m,
2021-07-09,13:56,14,80,1001.20,m,
2021-07-09,14:56,16,90,1001.40,m,
2021-07-09,15:56,16,80,1001.60,m,
2021-07-09,16:56,14,70,1001.70,m,
2021-07-09,17:56,16,80,1002.10,m,
2021-07-09,18:56,16,90,1002.70,m,
2021-07-09,19:56,13,90,1003.30,m,
2021-07-09,20:56,14,80,1003.90,m,
2021-07-09,21:56,14,90,1004.60,m,
2021-07-09,22:56,5,60,1005.30,m,
2021-07-09,23:56,8,50,1005.80,m,
2021-07-10,00:56,7,50,1006.20,m,
2021-07-10,01:56,7,90,1006.90,m,
2021-07-10,02:56,5,80,1007.30,m,
2021-07-10,03:56,7,60,1007.70,m,
2021-07-10,04:56,7,60,1008.10,m,
2021-07-10,05:56,7,70,1008.60,m,
2021-07-10,06:56,9,50,1009.10,m,
2021-07-10,07:56,8,70,1009.40,m,
2021-07-10,08:56,3,M,1009.80,m,
2021-07-10,09:56,6,270,1010.10,m,
2021-07-10,10:56,8,300,1010.40,m,
2021-07-10,11:56,10,310,1010.70,m,
2021-07-10,12:56,13,320,1011.00,m,
2021-07-10,13:56,15,320,1011.00,m,
2021-07-10,14:56,15,320,1011.20,m,
2021-07-10,15:56,15,320,1011.30,m,
2021-07-10,16:56,16,330,1011.40,m,
2021-07-10,17:56,11,330,1011.60,m,
2021-07-10,18:56,11,320,1011.80,m,
2021-07-10,19:56,14,320,1012.00,m,
2021-07-10,20:56,10,330,1012.30,m,
2021-07-10,21:56,7,310,1012.50,m,
2021-07-10,22:56,7,280,1012.90,m,
2021-07-10,23:56,6,260,1013.30,m,
2021-07-11,00:56,7,250,1013.60,m,
2021-07-11,01:56,6,240,1014.10,m,
2021-07-11,02:56,9,280,1014.20,m,
2021-07-11,03:56,7,280,1014.10,m,
2021-07-11,04:56,7,270,1014.30,m,
2021-07-11,05:56,6,260,1014.30,m,
2021-07-11,06:56,5,260,1014.60,m,
2021-07-11,07:56,6,330,1014.80,m,
2021-07-11,08:56,5,330,1015.00,m,
2021-07-11,09:56,3,300,1015.40,m,
2021-07-11,10:56,0,0,1015.50,m,
2021-07-11,11:56,3,240,1015.30,m,
2021-07-11,12:56,6,250,1015.40,m,
2021-07-11,13:56,6,290,1015.80,m,
2021-07-11,14:56,7,290,1015.60,m,
2021-07-11,15:56,8,300,1015.40,m,
2021-07-11,16:56,9,300,1015.10,m,
2021-07-11,17:56,10,300,1014.80,m,
2021-07-11,18:56,10,310,1014.90,m,
2021-07-11,19:56,10,320,1015.00,m,
2021-07-11,20:56,10,320,1014.80,m,
2021-07-11,21:56,8,320,1014.80,m,
2021-07-11,22:56,8,320,1015.00,m,
2021-07-11,23:56,0,0,1015.10,m,
2021-07-12,00:56,7,90,1015.30,m,
2021-07-12,01:56,0,0,1015.40,m,
2021-07-12,02:56,7,100,1015.30,m,
2021-07-12,03:56,7,100,1015.30,m,
2021-07-12,04:56,7,110,1015.40,m,
2021-07-12,05:56,11,100,1015.30,m,
2021-07-12,06:56,8,90,1015.10,m,
2021-07-12,07:56,8,100,1015.10,m,
2021-07-12,08:56,7,100,1015.00,m,
2021-07-12,09:56,3,M,1014.90,m,
2021-07-12,10:56,7,310,1015.00,m,
2021-07-12,11:56,10,320,1014.60,m,
2021-07-12,12:56,13,320,1014.30,m,
2021-07-12,13:56,13,320,1013.90,m,
2021-07-12,14:56,13,320,1013.50,m,
2021-07-12,15:56,14,320,1013.20,m,
2021-07-12,16:56,13,320,1013.00,m,
2021-07-12,17:56,11,310,1012.70,m,
2021-07-12,18:56,11,310,1012.50,m,
2021-07-12,19:56,10,310,1012.50,m,
2021-07-12,20:56,9,310,1012.60,m,
2021-07-12,21:56,6,310,1012.80,m,
2021-07-12,22:56,6,300,1013.10,m,
2021-07-12,23:56,0,0,1013.40,m,
2021-07-13,00:56,0,0,1013.40,m,
2021-07-13,01:56,5,90,1013.30,m,
2021-07-13,02:56,3,80,1013.50,m,
2021-07-13,03:56,5,110,1013.50,m,
2021-07-13,04:56,6,120,1013.50,m,
2021-07-13,05:56,9,100,1013.60,m,
2021-07-13,06:56,7,80,1013.60,m,
2021-07-13,07:56,5,100,1013.60,m,
2021-07-13,08:56,0,0,1013.70,m,
2021-07-13,09:56,5,240,1013.80,m,
2021-07-13,10:56,7,300,1013.80,m,
2021-07-13,11:56,7,290,1014.00,m,
2021-07-13,12:56,7,300,1014.00,m,
2021-07-13,13:56,9,280,1014.00,m,
2021-07-13,14:56,10,280,1014.20,m,
2021-07-13,15:56,10,290,1014.30,m,
2021-07-13,16:56,10,290,1014.30,m,
2021-07-13,17:56,9,290,1014.30,m,
2021-07-13,18:56,8,280,1014.10,m,
2021-07-13,19:56,9,280,1014.20,m,
2021-07-13,20:56,7,260,1014.40,m,
2021-07-13,21:56,7,250,1014.50,m,
2021-07-13,22:56,5,250,1014.60,m,
2021-07-13,23:56,8,260,1015.00,m,
2021-07-14,00:56,6,250,1015.20,m,
2021-07-14,01:56,7,260,1015.40,m,
2021-07-14,02:56,5,250,1015.50,m,
2021-07-14,03:56,3,260,1015.60,m,
2021-07-14,04:56,7,250,1015.40,m,
2021-07-14,05:56,14,250,1015.60,m,
2021-07-14,06:56,9,230,1015.80,m,
2021-07-14,07:56,14,240,1016.10,m,
2021-07-14,08:56,15,250,1016.20,m,
2021-07-14,09:56,11,220,1016.80,m,
2021-07-14,10:56,10,250,1017.20,m,
2021-07-14,11:56,13,220,1017.40,m,
2021-07-14,12:56,11,220,1017.90,m,
2021-07-14,13:56,11,220,1018.10,m,
2021-07-14,14:56,13,230,1018.00,m,
2021-07-14,15:56,11,250,1018.20,m,
2021-07-14,16:56,13,250,1018.30,m,
2021-07-14,17:56,11,240,1018.40,m,
2021-07-14,18:56,10,250,1018.30,m,
2021-07-14,19:56,11,260,1018.40,m,
2021-07-14,20:56,11,270,1018.50,m,
2021-07-14,21:56,9,280,1018.70,m,
2021-07-14,22:56,10,260,1019.00,m,
2021-07-14,23:56,11,270,1019.20,m,
2021-07-15,00:56,10,250,1019.40,m,
2021-07-15,01:56,11,260,1019.60,m,
2021-07-15,02:56,13,250,1019.70,m,
2021-07-15,03:56,10,240,1019.80,m,
2021-07-15,04:56,10,250,1019.90,m,
2021-07-15,05:56,13,260,1019.80,m,
2021-07-15,06:56,11,260,1019.90,m,
2021-07-15,07:56,13,240,1020.30,m,
2021-07-15,08:56,11,270,1020.80,m,
2021-07-15,09:56,15,270,1021.00,m,
2021-07-15,10:56,13,260,1021.30,m,
2021-07-15,11:56,13,240,1021.30,m,
2021-07-15,12:56,13,260,1021.60,m,
2021-07-15,13:56,13,260,1021.90,m,
2021-07-15,14:56,13,250,1022.10,m,
2021-07-15,15:56,14,250,1022.10,m,
2021-07-15,16:56,13,250,1022.10,m,
2021-07-15,17:56,14,260,1022.10,m,
2021-07-15,18:56,9,270,1022.10,m,
2021-07-15,19:56,13,240,1021.90,m,
2021-07-15,20:56,8,240,1022.10,m,
2021-07-15,21:56,10,270,1022.20,m,
2021-07-15,22:56,10,280,1022.20,m,
2021-07-15,23:56,7,240,1022.10,m,
2021-07-16,00:56,10,270,1022.30,m,
2021-07-16,01:56,8,260,1022.30,m,
2021-07-16,02:56,8,260,1022.50,m,
2021-07-16,03:56,8,240,1022.40,m,
2021-07-16,04:56,9,240,1022.60,m,
2021-07-16,05:56,9,250,1022.80,m,
2021-07-16,06:56,8,260,1022.80,m,
2021-07-16,07:56,8,280,1022.90,m,
2021-07-16,08:56,10,240,1022.90,m,
2021-07-16,09:56,8,260,1022.90,m,
2021-07-16,10:56,9,250,1023.10,m,
2021-07-16,11:56,9,260,1023.30,m,
2021-07-16,12:56,7,260,1023.30,m,
2021-07-16,13:56,8,270,1023.30,m,
2021-07-16,14:56,9,260,1023.20,m,
2021-07-16,15:56,7,270,1022.80,m,
2021-07-16,16:56,5,290,1022.50,m,
2021-07-16,17:56,0,0,1022.40,m,
2021-07-16,18:56,3,230,1022.20,m,
2021-07-16,19:56,0,0,1021.90,m,
2021-07-16,20:56,0,0,1021.80,m,
2021-07-16,21:56,5,90,1021.40,m,
2021-07-16,22:56,5,100,1021.40,m,
2021-07-16,23:56,0,0,1021.40,m,
2021-07-17,00:56,3,120,1021.40,m,
2021-07-17,01:56,0,0,1021.30,m,
2021-07-17,02:56,8,270,1021.30,m,
2021-07-17,03:56,14,230,1021.30,m,
2021-07-17,04:56,15,230,1021.20,m,
2021-07-17,05:56,16,220,1021.20,m,
2021-07-17,06:56,14,220,1021.30,m,
2021-07-17,07:56,11,200,1021.30,m,
2021-07-17,08:56,14,220,1021.60,m,
2021-07-17,09:56,15,230,1021.80,m,
2021-07-17,10:56,15,230,1022.00,m,
2021-07-17,11:56,17,240,1022.10,m,
2021-07-17,12:56,16,230,1022.10,m,
2021-07-17,13:56,18,240,1022.40,m,
2021-07-17,14:56,15,240,1022.50,m,
2021-07-17,15:56,15,240,1022.70,m,
2021-07-17,16:56,16,250,1022.70,m,
2021-07-17,17:56,13,270,1022.60,m,
2021-07-17,18:56,8,280,1022.70,m,
2021-07-17,19:56,10,250,1022.70,m,
2021-07-17,20:56,8,250,1022.60,m,
2021-07-17,21:56,6,250,1022.90,m,
2021-07-17,22:56,0,0,1023.20,m,
2021-07-17,23:56,7,210,1023.10,m,
2021-07-18,00:56,0,0,1023.10,m,
2021-07-18,01:56,6,50,1023.10,m,
2021-07-18,02:56,0,0,1023.20,m,
2021-07-18,03:56,0,0,1023.20,m,
2021-07-18,04:56,3,100,1023.20,m,
2021-07-18,05:56,6,70,1023.40,m,
2021-07-18,06:56,3,120,1023.50,m,
2021-07-18,07:56,6,90,1023.60,m,
2021-07-18,08:56,5,100,1023.40,m,
2021-07-18,09:56,7,200,1023.60,m,
2021-07-18,10:56,3,250,1023.70,m,
2021-07-18,11:56,0,0,1023.50,m,
2021-07-18,12:56,0,0,1023.30,m,
2021-07-18,13:56,3,270,1023.00,m,
2021-07-18,14:56,6,290,1022.90,m,
2021-07-18,15:56,5,310,1022.60,m,
2021-07-18,16:56,7,310,1021.90,m,
2021-07-18,17:56,7,310,1021.50,m,
2021-07-18,18:56,5,310,1021.00,m,
2021-07-18,19:56,6,320,1020.40,m,
2021-07-18,20:56,7,320,1020.10,m,
2021-07-18,21:56,3,30,1019.90,m,
2021-07-18,22:56,8,60,1019.60,m,
2021-07-18,23:56,5,90,1019.70,m,
2021-07-19,00:56,9,70,1019.40,m,
2021-07-19,01:56,10,70,1019.00,m,
2021-07-19,02:56,8,90,1018.60,m,
2021-07-19,03:56,8,90,1018.20,m,
2021-07-19,04:56,11,70,1017.90,m,
2021-07-19,05:56,11,80,1017.40,m,
2021-07-19,06:56,14,70,1016.90,m,
2021-07-19,07:56,13,60,1016.60,m,
2021-07-19,08:56,14,60,1016.00,m,
2021-07-19,09:56,17,80,1015.40,m,
2021-07-19,10:56,14,70,1014.70,m,
2021-07-19,11:56,11,90,1014.10,m,
2021-07-19,12:56,8,130,1013.50,m,
2021-07-19,13:56,8,200,1012.60,m,
2021-07-19,14:56,8,180,1012.00,m,
2021-07-19,15:56,13,170,1011.10,m,
2021-07-19,16:56,5,200,1010.40,m,
2021-07-19,17:56,13,300,1010.00,m,
2021-07-19,18:56,11,330,1009.30,m,
2021-07-19,19:56,8,280,1009.70,m,
2021-07-19,20:56,6,330,1008.40,m,
2021-07-19,21:56,5,340,1008.00,m,
2021-07-19,22:56,0,0,1007.50,m,
2021-07-19,23:56,0,0,1006.80,m,
2021-07-20,00:56,7,80,1005.70,m,
2021-07-20,01:56,5,100,1005.60,m,
2021-07-20,02:56,5,100,1005.10,m,
2021-07-20,03:56,3,100,1004.60,m,
2021-07-20,04:56,6,80,1003.70,m,
2021-07-20,05:56,13,70,1002.40,m,
2021-07-20,06:56,9,110,1002.20,m,
2021-07-20,07:56,14,210,1003.00,m,
2021-07-20,08:56,8,190,1003.10,m,
2021-07-20,09:56,10,150,1003.30,m,
2021-07-20,10:56,9,150,1003.20,m,
2021-07-20,11:56,14,160,1003.30,m,
2021-07-20,12:56,15,180,1003.40,m,
2021-07-20,13:56,15,200,1003.50,m,
2021-07-20,14:56,10,170,1003.50,m,
2021-07-20,15:56,7,210,1003.40,m,
2021-07-20,16:56,9,250,1003.80,m,
2021-07-20,17:56,8,260,1004.00,m,
2021-07-20,18:56,9,240,1004.10,m,
2021-07-20,19:56,10,230,1004.10,m,
2021-07-20,20:56,9,220,1004.00,m,
2021-07-20,21:56,15,210,1004.00,m,
2021-07-20,22:56,17,210,1004.20,m,
2021-07-20,23:56,15,190,1004.30,m,
2021-07-21,00:56,13,210,1004.60,m,
2021-07-21,01:56,14,200,1004.60,m,
2021-07-21,02:56,11,240,1004.70,m,
2021-07-21,03:56,15,240,1004.80,m,
2021-07-21,04:56,11,230,1004.90,m,
2021-07-21,05:56,9,250,1005.00,m,
2021-07-21,06:56,8,280,1005.10,m,
2021-07-21,07:56,0,0,1005.20,m,
2021-07-21,08:56,0,0,1005.30,m,
2021-07-21,09:56,3,M,1005.30,m,
2021-07-21,10:56,5,260,1005.50,m,
2021-07-21,11:56,5,260,1005.70,m,
2021-07-21,12:56,6,270,1005.70,m,
2021-07-21,13:56,8,290,1005.70,m,
2021-07-21,14:56,10,290,1005.80,m,
2021-07-21,15:56,10,300,1005.90,m,
2021-07-21,16:56,9,300,1005.90,m,
2021-07-21,17:56,9,310,1005.80,m,
2021-07-21,18:56,11,300,1005.90,m,
2021-07-21,19:56,9,320,1005.90,m,
2021-07-21,20:56,10,320,1006.10,m,
2021-07-21,21:56,10,300,1006.60,m,
2021-07-21,22:56,10,310,1006.70,m,
