Date,Time,TOA,Tag ID,Type,Value,Power
7/24/2020,15:44:10,0.38042,23,,,48
7/24/2020,15:45:31,0.08333,24,,,426
7/24/2020,15:48:39,0.49458,23,,,62
7/24/2020,15:49:29,0.52875,24,,,269
7/24/2020,15:53:08,0.70396,23,,,62
7/24/2020,15:53:27,0.76042,24,,,566
7/24/2020,15:57:25,0.67646,24,,,471
7/24/2020,15:57:37,0.28125,23,,,61
7/24/2020,16:01:23,0.46875,24,,,580
7/24/2020,16:02:05,0.51167,23,,,58
7/24/2020,16:05:20,0.67312,24,,,614
7/24/2020,16:06:33,0.40604,23,,,63
7/24/2020,16:07:35,0.63687,15477,,,360
7/24/2020,16:07:45,0.63687,15477,,,536
7/24/2020,16:07:50,0.63687,15477,,,297
7/24/2020,16:07:55,0.63687,15477,,,460
7/24/2020,16:07:56,0.46333,15442,,,382
7/24/2020,16:08:01,0.46333,15442,,,416
7/24/2020,16:08:05,0.63687,15477,,,447
7/24/2020,16:09:17,0.69875,24,,,259
7/24/2020,16:11:21,0.46292,15442,,,822
7/24/2020,16:13:14,0.92937,24,,,275
7/24/2020,16:14:00,0.63271,15477,,,994
7/24/2020,16:14:01,0.46146,15442,,,336
7/24/2020,16:14:05,0.63271,15477,,,970
7/24/2020,16:14:06,0.46146,15442,,,271
7/24/2020,16:14:10,0.63271,15477,,,917
7/24/2020,16:14:11,0.46146,15442,,,331
7/24/2020,16:14:15,0.63271,15477,,,894
7/24/2020,16:14:16,0.46146,15442,,,346
7/24/2020,16:14:20,0.6325,15477,,,914
7/24/2020,16:14:21,0.46146,15442,,,376
7/24/2020,16:14:25,0.6325,15477,,,924
7/24/2020,16:14:26,0.46146,15442,,,400
7/24/2020,16:14:30,0.6325,15477,,,968
7/24/2020,16:14:31,0.46146,15442,,,391
7/24/2020,16:14:35,0.6325,15477,,,976
7/24/2020,16:14:36,0.46146,15442,,,393
7/24/2020,16:14:40,0.63229,15477,,,984
7/24/2020,16:14:41,0.46146,15442,,,395
7/24/2020,16:14:45,0.63229,15477,,,991
7/24/2020,16:14:46,0.46146,15442,,,409
7/24/2020,16:14:50,0.63229,15477,,,1003
7/24/2020,16:14:51,0.46125,15442,,,412
7/24/2020,16:14:55,0.63229,15477,,,1009
7/24/2020,16:14:56,0.46125,15442,,,435
7/24/2020,16:15:00,0.63208,15477,,,1024
7/24/2020,16:15:01,0.46125,15442,,,447
7/24/2020,16:15:05,0.63208,15477,,,1035
7/24/2020,16:15:06,0.46125,15442,,,462
7/24/2020,16:15:10,0.63208,15477,,,1019
7/24/2020,16:15:11,0.46125,15442,,,457
7/24/2020,16:15:15,0.63208,15477,,,1039
7/24/2020,16:15:16,0.46125,15442,,,470
7/24/2020,16:15:20,0.63187,15477,,,1043
7/24/2020,16:15:21,0.46125,15442,,,479
7/24/2020,16:15:25,0.63187,15477,,,1047
7/24/2020,16:15:26,0.46125,15442,,,494
7/24/2020,16:15:30,0.63187,15477,,,1060
7/24/2020,16:15:31,0.46125,15442,,,499
7/24/2020,16:15:35,0.63187,15477,,,1060
7/24/2020,16:15:36,0.46125,15442,,,515
7/24/2020,16:15:40,0.63167,15477,,,1065
7/24/2020,16:15:41,0.46104,15442,,,511
7/24/2020,16:15:45,0.63167,15477,,,1080
7/24/2020,16:15:46,0.46104,15442,,,527
7/24/2020,16:15:50,0.63167,15477,,,1071
7/24/2020,16:15:51,0.46104,15442,,,510
7/24/2020,16:15:55,0.63167,15477,,,1067
7/24/2020,16:15:56,0.46104,15442,,,515
7/24/2020,16:16:00,0.63146,15477,,,1065
7/24/2020,16:16:01,0.46104,15442,,,505
7/24/2020,16:16:05,0.63146,15477,,,1066
7/24/2020,16:16:06,0.46104,15442,,,505
7/24/2020,16:16:10,0.63146,15477,,,1065
7/24/2020,16:16:11,0.46104,15442,,,499
7/24/2020,16:16:15,0.63146,15477,,,1061
7/24/2020,16:16:16,0.46104,15442,,,491
7/24/2020,16:16:20,0.63125,15477,,,1060
7/24/2020,16:16:21,0.46083,15442,,,490
7/24/2020,16:16:25,0.63125,15477,,,1054
7/24/2020,16:16:26,0.46083,15442,,,485
7/24/2020,16:16:30,0.63125,15477,,,1056
7/24/2020,16:16:31,0.46083,15442,,,479
7/24/2020,16:16:35,0.63125,15477,,,1054
7/24/2020,16:16:36,0.46083,15442,,,483
7/24/2020,16:16:40,0.63125,15477,,,1052
7/24/2020,16:16:41,0.46083,15442,,,478
7/24/2020,16:16:45,0.63104,15477,,,1049
7/24/2020,16:16:46,0.46083,15442,,,481
7/24/2020,16:16:50,0.63104,15477,,,1050
7/24/2020,16:16:51,0.46083,15442,,,476
7/24/2020,16:16:55,0.63104,15477,,,1049
7/24/2020,16:16:56,0.46083,15442,,,475
7/24/2020,16:17:00,0.63083,15477,,,1032
7/24/2020,16:17:01,0.46063,15442,,,478
7/24/2020,16:17:05,0.63083,15477,,,1047
7/24/2020,16:17:10,0.63083,15477,,,1004
7/24/2020,16:17:12,0.62792,24,,,260
7/24/2020,16:17:15,0.63083,15477,,,1005
7/24/2020,16:17:26,0.46083,15442,,,247
7/24/2020,16:17:31,0.46083,15442,,,279
7/24/2020,16:17:36,0.46063,15442,,,249
7/24/2020,16:17:46,0.46063,15442,,,383
7/24/2020,16:17:51,0.46063,15442,,,373
7/24/2020,16:20:46,0.46,15442,,,728
7/24/2020,16:20:51,0.45979,15442,,,775
7/24/2020,16:20:56,0.45979,15442,,,776
7/24/2020,16:21:01,0.45979,15442,,,817
7/24/2020,16:21:06,0.45979,15442,,,848
7/24/2020,16:21:11,0.06208,24,,,274
7/24/2020,16:21:11,0.45979,15442,,,820
7/24/2020,16:21:16,0.45979,15442,,,832
7/24/2020,16:21:26,0.45958,15442,,,842
7/24/2020,16:21:31,0.45958,15442,,,804
7/24/2020,16:21:36,0.45979,15442,,,805
7/24/2020,16:21:41,0.45979,15442,,,788
7/24/2020,16:22:16,0.45937,15442,,,810
7/24/2020,16:22:56,0.45917,15442,,,682
7/24/2020,16:23:06,0.45917,15442,,,605
7/24/2020,16:23:11,0.45917,15442,,,458
7/24/2020,16:23:16,0.45917,15442,,,445
7/24/2020,16:23:21,0.45917,15442,,,450
7/24/2020,16:23:26,0.45917,15442,,,463
7/24/2020,16:24:06,0.45875,15442,,,547
7/24/2020,16:24:11,0.45875,15442,,,498
7/24/2020,16:24:21,0.45875,15442,,,414
7/24/2020,16:24:31,0.45854,15442,,,335
7/24/2020,16:24:36,0.45854,15442,,,429
7/24/2020,16:24:41,0.45854,15442,,,459
7/24/2020,16:24:51,0.45854,15442,,,192
7/24/2020,16:25:09,0.64729,24,,,880
7/24/2020,16:26:56,0.45833,15442,,,370
7/24/2020,16:28:46,0.45771,15442,,,454
7/24/2020,16:29:08,0.51812,24,,,825
7/24/2020,16:30:21,0.45729,15442,,,559
7/24/2020,16:33:07,0.58792,24,,,257
7/24/2020,16:33:55,0.62021,15477,,,809
7/24/2020,16:34:00,0.62021,15477,,,806
7/24/2020,16:34:05,0.62021,15477,,,801
7/24/2020,16:34:10,0.62,15477,,,812
7/24/2020,16:34:15,0.62,15477,,,802
7/24/2020,16:34:20,0.62,15477,,,792
7/24/2020,16:34:25,0.62,15477,,,799
7/24/2020,16:34:30,0.61979,15477,,,800
7/24/2020,16:34:35,0.61979,15477,,,810
7/24/2020,16:34:36,0.45563,15442,,,434
7/24/2020,16:34:45,0.61958,15477,,,842
7/24/2020,16:35:00,0.61958,15477,,,870
7/24/2020,16:35:05,0.61938,15477,,,870
7/24/2020,16:35:10,0.61938,15477,,,864
7/24/2020,16:35:15,0.61938,15477,,,856
7/24/2020,16:35:20,0.61938,15477,,,859
7/24/2020,16:35:25,0.61938,15477,,,860
7/24/2020,16:35:30,0.61917,15477,,,862
7/24/2020,16:35:35,0.61917,15477,,,860
7/24/2020,16:35:40,0.61917,15477,,,852
7/24/2020,16:36:05,0.61875,15477,,,729
7/24/2020,16:36:15,0.61875,15477,,,513
7/24/2020,16:36:16,0.45521,15442,,,912
7/24/2020,16:36:20,0.61875,15477,,,475
7/24/2020,16:36:21,0.45521,15442,,,911
7/24/2020,16:36:25,0.61875,15477,,,459
7/24/2020,16:36:26,0.45521,15442,,,975
7/24/2020,16:36:31,0.45521,15442,,,986
7/24/2020,16:36:36,0.45521,15442,,,989
7/24/2020,16:36:41,0.45521,15442,,,982
7/24/2020,16:37:06,0.44479,24,,,268
7/24/2020,16:37:56,0.45479,15442,,,574
7/24/2020,16:38:05,0.6175,15477,,,69
7/24/2020,16:41:05,0.66542,24,,,270
7/24/2020,16:45:05,0.25938,24,,,666
7/24/2020,16:49:04,0.60458,24,,,68
7/24/2020,16:51:51,0.45292,15442,,,68
7/24/2020,16:52:06,0.45292,15442,,,68
7/24/2020,16:52:11,0.45271,15442,,,67
7/24/2020,16:52:31,0.45271,15442,,,68
7/24/2020,16:52:36,0.45271,15442,,,68
7/24/2020,16:52:51,0.45271,15442,,,68
7/24/2020,16:52:56,0.45271,15442,,,68
7/24/2020,16:53:01,0.4525,15442,,,68
7/24/2020,16:53:03,0.95479,24,,,282
7/24/2020,16:53:06,0.4525,15442,,,69
7/24/2020,16:53:16,0.4525,15442,,,68
7/24/2020,16:53:21,0.4525,15442,,,68
7/24/2020,16:53:26,0.4525,15442,,,67
7/24/2020,16:53:31,0.4525,15442,,,67
7/24/2020,16:53:51,0.45229,15442,,,68
7/24/2020,16:54:06,0.45229,15442,,,68
7/24/2020,16:54:11,0.45229,15442,,,68
7/24/2020,16:57:03,0.31604,24,,,265
7/24/2020,17:01:02,0.70146,24,,,706
7/24/2020,17:05:02,0.38396,24,,,802
7/24/2020,17:09:01,0.72979,24,,,283
7/24/2020,17:13:01,0.01708,24,,,585
7/24/2020,17:13:32,0.34667,23,,,703
7/24/2020,17:17:00,0.33979,24,,,662
7/24/2020,17:20:59,0.69875,24,,,264
7/24/2020,17:24:59,0.02063,24,,,283
7/24/2020,17:28:58,0.63792,24,,,274
7/24/2020,17:32:57,0.98646,24,,,245
7/24/2020,17:36:57,0.30438,24,,,275
7/24/2020,17:40:56,0.35375,24,,,265
7/24/2020,17:44:55,0.69646,24,,,284
7/24/2020,17:48:55,0.31562,24,,,263
7/24/2020,17:52:54,0.57979,24,,,267
7/24/2020,17:56:53,0.85667,24,,,603
7/24/2020,18:00:53,0.17771,24,,,428
7/24/2020,18:04:52,0.45021,24,,,729
7/24/2020,18:08:51,0.66563,24,,,267
7/24/2020,18:10:31,0.42938,15442,,,64
7/24/2020,18:10:56,0.42917,15442,,,66
7/24/2020,18:11:06,0.42917,15442,,,66
7/24/2020,18:11:16,0.42917,15442,,,67
7/24/2020,18:11:21,0.42917,15442,,,67
7/24/2020,18:11:31,0.42896,15442,,,70
7/24/2020,18:11:36,0.42896,15442,,,70
7/24/2020,18:11:56,0.42896,15442,,,67
7/24/2020,18:12:01,0.42875,15442,,,70
7/24/2020,18:12:11,0.42875,15442,,,68
7/24/2020,18:12:16,0.42875,15442,,,67
7/24/2020,18:12:26,0.42875,15442,,,67
7/24/2020,18:12:36,0.42875,15442,,,67
7/24/2020,18:12:41,0.42854,15442,,,66
7/24/2020,18:12:46,0.42875,15442,,,67
7/24/2020,18:12:51,0.15479,24,,,281
7/24/2020,18:12:51,0.42875,15442,,,31
7/24/2020,18:12:56,0.42854,15442,,,66
7/24/2020,18:13:01,0.42854,15442,,,65
7/24/2020,18:13:06,0.42854,15442,,,65
7/24/2020,18:13:11,0.42854,15442,,,65
7/24/2020,18:13:16,0.42854,15442,,,68
7/24/2020,18:13:21,0.42833,15442,,,68
7/24/2020,18:13:26,0.42833,15442,,,68
7/24/2020,18:13:31,0.42833,15442,,,72
7/24/2020,18:13:36,0.42833,15442,,,66
7/24/2020,18:13:41,0.42833,15442,,,67
7/24/2020,18:13:46,0.42833,15442,,,67
7/24/2020,18:13:51,0.42833,15442,,,71
7/24/2020,18:13:56,0.42833,15442,,,68
7/24/2020,18:14:01,0.42833,15442,,,70
7/24/2020,18:14:06,0.42812,15442,,,67
7/24/2020,18:14:11,0.42812,15442,,,78
7/24/2020,18:14:16,0.42812,15442,,,67
7/24/2020,18:14:21,0.42812,15442,,,68
7/24/2020,18:14:26,0.42812,15442,,,67
7/24/2020,18:14:31,0.42812,15442,,,67
7/24/2020,18:14:36,0.42812,15442,,,67
7/24/2020,18:14:41,0.42812,15442,,,66
7/24/2020,18:14:46,0.42792,15442,,,67
7/24/2020,18:14:51,0.42792,15442,,,67
7/24/2020,18:14:56,0.42792,15442,,,67
7/24/2020,18:15:01,0.42792,15442,,,66
7/24/2020,18:15:06,0.42792,15442,,,66
7/24/2020,18:15:11,0.42792,15442,,,70
7/24/2020,18:15:16,0.42792,15442,,,65
7/24/2020,18:15:21,0.42792,15442,,,65
7/24/2020,18:15:26,0.42771,15442,,,65
7/24/2020,18:15:31,0.42792,15442,,,73
7/24/2020,18:15:36,0.42771,15442,,,69
7/24/2020,18:15:41,0.42771,15442,,,67
7/24/2020,18:15:46,0.42771,15442,,,64
7/24/2020,18:15:51,0.42771,15442,,,64
7/24/2020,18:15:56,0.42771,15442,,,62
7/24/2020,18:16:01,0.42771,15442,,,68
7/24/2020,18:16:06,0.42771,15442,,,66
7/24/2020,18:16:11,0.4275,15442,,,68
7/24/2020,18:16:16,0.4275,15442,,,68
7/24/2020,18:16:21,0.4275,15442,,,69
7/24/2020,18:16:26,0.4275,15442,,,68
7/24/2020,18:16:31,0.4275,15442,,,69
7/24/2020,18:16:41,0.4275,15442,,,66
7/24/2020,18:16:46,0.4275,15442,,,70
7/24/2020,18:16:50,0.24458,24,,,261
7/24/2020,18:16:51,0.4275,15442,,,63
7/24/2020,18:16:56,0.4275,15442,,,67
7/24/2020,18:17:01,0.42729,15442,,,67
7/24/2020,18:17:06,0.42729,15442,,,66
7/24/2020,18:17:16,0.42729,15442,,,67
7/24/2020,18:17:21,0.42729,15442,,,68
7/24/2020,18:17:26,0.42729,15442,,,63
7/24/2020,18:17:31,0.42708,15442,,,63
7/24/2020,18:17:36,0.42708,15442,,,67
7/24/2020,18:17:41,0.42708,15442,,,66
7/24/2020,18:17:46,0.42708,15442,,,70
7/24/2020,18:17:51,0.42708,15442,,,67
7/24/2020,18:17:56,0.42708,15442,,,68
7/24/2020,18:18:01,0.42708,15442,,,68
7/24/2020,18:18:06,0.42708,15442,,,67
7/24/2020,18:18:11,0.42688,15442,,,69
7/24/2020,18:18:16,0.42688,15442,,,82
7/24/2020,18:18:21,0.42688,15442,,,64
7/24/2020,18:18:26,0.42688,15442,,,70
7/24/2020,18:18:31,0.42688,15442,,,66
7/24/2020,18:18:36,0.42688,15442,,,65
7/24/2020,18:18:41,0.42688,15442,,,66
7/24/2020,18:18:46,0.42688,15442,,,67
7/24/2020,18:18:51,0.42688,15442,,,69
7/24/2020,18:18:56,0.42688,15442,,,67
7/24/2020,18:19:01,0.42667,15442,,,67
7/24/2020,18:19:06,0.42667,15442,,,64
7/24/2020,18:19:11,0.42667,15442,,,67
7/24/2020,18:19:16,0.42667,15442,,,65
7/24/2020,18:19:21,0.42667,15442,,,67
7/24/2020,18:19:31,0.42667,15442,,,66
7/24/2020,18:19:36,0.42646,15442,,,66
7/24/2020,18:19:41,0.42646,15442,,,66
7/24/2020,18:19:46,0.42646,15442,,,68
7/24/2020,18:19:51,0.42646,15442,,,67
7/24/2020,18:19:56,0.42646,15442,,,68
7/24/2020,18:20:01,0.42667,15442,,,66
7/24/2020,18:20:06,0.42646,15442,,,68
7/24/2020,18:20:11,0.42646,15442,,,65
7/24/2020,18:20:21,0.42625,15442,,,66
7/24/2020,18:20:26,0.42625,15442,,,68
7/24/2020,18:20:31,0.42625,15442,,,67
7/24/2020,18:20:36,0.42625,15442,,,68
7/24/2020,18:20:46,0.42625,15442,,,68
7/24/2020,18:20:49,0.22854,24,,,280
7/24/2020,18:20:51,0.42625,15442,,,67
7/24/2020,18:20:56,0.42625,15442,,,67
7/24/2020,18:21:01,0.42604,15442,,,66
7/24/2020,18:21:06,0.42604,15442,,,70
7/24/2020,18:21:11,0.42604,15442,,,68
7/24/2020,18:21:16,0.42604,15442,,,66
7/24/2020,18:21:21,0.42604,15442,,,67
7/24/2020,18:21:26,0.42604,15442,,,66
7/24/2020,18:21:31,0.42604,15442,,,66
7/24/2020,18:21:41,0.42583,15442,,,65
7/24/2020,18:21:51,0.42604,15442,,,67
7/24/2020,18:21:56,0.42604,15442,,,65
7/24/2020,18:22:06,0.42583,15442,,,66
7/24/2020,18:22:11,0.42583,15442,,,66
7/24/2020,18:22:16,0.42583,15442,,,67
7/24/2020,18:22:36,0.42562,15442,,,67
7/24/2020,18:22:46,0.42562,15442,,,67
7/24/2020,18:22:51,0.42562,15442,,,67
7/24/2020,18:23:06,0.42542,15442,,,69
7/24/2020,18:23:11,0.42542,15442,,,68
7/24/2020,18:23:16,0.42542,15442,,,68
7/24/2020,18:23:26,0.42542,15442,,,67
7/24/2020,18:23:31,0.42542,15442,,,68
7/24/2020,18:23:41,0.42542,15442,,,67
7/24/2020,18:23:46,0.42521,15442,,,68
7/24/2020,18:23:51,0.42521,15442,,,66
7/24/2020,18:23:56,0.42521,15442,,,68
7/24/2020,18:24:01,0.42521,15442,,,68
7/24/2020,18:24:11,0.42521,15442,,,68
7/24/2020,18:24:26,0.425,15442,,,70
7/24/2020,18:24:31,0.425,15442,,,68
7/24/2020,18:24:36,0.425,15442,,,66
7/24/2020,18:24:41,0.425,15442,,,67
7/24/2020,18:24:48,0.12312,24,,,686
7/24/2020,18:24:51,0.425,15442,,,65
7/24/2020,18:24:56,0.425,15442,,,69
7/24/2020,18:25:01,0.425,15442,,,67
7/24/2020,18:25:06,0.42479,15442,,,64
7/24/2020,18:25:16,0.42479,15442,,,63
7/24/2020,18:25:21,0.42479,15442,,,63
7/24/2020,18:25:26,0.42479,15442,,,67
7/24/2020,18:25:36,0.42479,15442,,,64
7/24/2020,18:25:56,0.42458,15442,,,69
7/24/2020,18:26:06,0.42458,15442,,,65
7/24/2020,18:26:11,0.42458,15442,,,67
7/24/2020,18:26:31,0.42438,15442,,,66
7/24/2020,18:26:36,0.42438,15442,,,70
7/24/2020,18:26:41,0.42438,15442,,,67
7/24/2020,18:26:46,0.42438,15442,,,68
7/24/2020,18:26:51,0.42438,15442,,,69
7/24/2020,18:26:56,0.42438,15442,,,75
7/24/2020,18:27:01,0.42417,15442,,,68
7/24/2020,18:27:06,0.42438,15442,,,70
7/24/2020,18:27:11,0.42417,15442,,,68
7/24/2020,18:27:21,0.42417,15442,,,72
7/24/2020,18:27:31,0.42417,15442,,,70
7/24/2020,18:27:36,0.42417,15442,,,71
7/24/2020,18:27:41,0.42396,15442,,,70
7/24/2020,18:27:46,0.42396,15442,,,67
7/24/2020,18:27:51,0.42417,15442,,,67
7/24/2020,18:27:56,0.42417,15442,,,67
7/24/2020,18:28:01,0.42396,15442,,,67
7/24/2020,18:28:06,0.42396,15442,,,66
7/24/2020,18:28:16,0.42396,15442,,,65
7/24/2020,18:28:21,0.42396,15442,,,65
7/24/2020,18:28:26,0.42375,15442,,,65
7/24/2020,18:28:31,0.42375,15442,,,63
7/24/2020,18:28:41,0.42396,15442,,,63
7/24/2020,18:28:46,0.91438,24,,,726
7/24/2020,18:28:51,0.42375,15442,,,63
7/24/2020,18:29:01,0.42354,15442,,,69
7/24/2020,18:29:06,0.42354,15442,,,63
7/24/2020,18:29:16,0.42354,15442,,,62
7/24/2020,18:29:21,0.42354,15442,,,64
7/24/2020,18:29:26,0.42354,15442,,,61
7/24/2020,18:29:31,0.42354,15442,,,62
7/24/2020,18:29:36,0.42354,15442,,,64
7/24/2020,18:29:41,0.42333,15442,,,62
7/24/2020,18:29:46,0.42354,15442,,,63
7/24/2020,18:29:51,0.42333,15442,,,67
7/24/2020,18:29:56,0.42333,15442,,,65
7/24/2020,18:30:01,0.42333,15442,,,67
7/24/2020,18:30:06,0.42333,15442,,,66
7/24/2020,18:30:16,0.42333,15442,,,66
7/24/2020,18:30:21,0.42333,15442,,,64
7/24/2020,18:30:26,0.42333,15442,,,70
7/24/2020,18:30:31,0.42312,15442,,,66
7/24/2020,18:30:36,0.42312,15442,,,69
7/24/2020,18:30:41,0.42312,15442,,,68
7/24/2020,18:30:46,0.42312,15442,,,69
7/24/2020,18:30:51,0.42312,15442,,,69
7/24/2020,18:30:56,0.42312,15442,,,69
7/24/2020,18:31:01,0.42312,15442,,,68
7/24/2020,18:31:11,0.42292,15442,,,68
7/24/2020,18:31:16,0.42292,15442,,,67
7/24/2020,18:31:21,0.42292,15442,,,69
7/24/2020,18:31:26,0.42292,15442,,,69
7/24/2020,18:31:31,0.42292,15442,,,67
7/24/2020,18:31:36,0.42271,15442,,,68
7/24/2020,18:31:41,0.42292,15442,,,65
7/24/2020,18:31:46,0.42271,15442,,,67
7/24/2020,18:31:51,0.42271,15442,,,65
7/24/2020,18:31:56,0.42271,15442,,,64
7/24/2020,18:32:01,0.42271,15442,,,64
7/24/2020,18:32:06,0.42292,15442,,,62
7/24/2020,18:32:21,0.42271,15442,,,62
7/24/2020,18:32:26,0.4225,15442,,,64
7/24/2020,18:32:31,0.4225,15442,,,64
7/24/2020,18:32:36,0.42271,15442,,,62
7/24/2020,18:32:41,0.4225,15442,,,65
7/24/2020,18:32:45,0.89521,24,,,262
7/24/2020,18:32:46,0.4225,15442,,,65
7/24/2020,18:32:51,0.4225,15442,,,64
7/24/2020,18:33:01,0.42229,15442,,,64
7/24/2020,18:33:06,0.42229,15442,,,63
7/24/2020,18:33:11,0.42229,15442,,,67
7/24/2020,18:33:31,0.42229,15442,,,69
7/24/2020,18:33:36,0.42229,15442,,,65
7/24/2020,18:33:41,0.42229,15442,,,68
7/24/2020,18:33:46,0.42208,15442,,,70
7/24/2020,18:33:51,0.42208,15442,,,67
7/24/2020,18:33:56,0.42208,15442,,,68
7/24/2020,18:34:01,0.42208,15442,,,69
7/24/2020,18:34:11,0.42208,15442,,,66
7/24/2020,18:34:16,0.42208,15442,,,66
7/24/2020,18:34:21,0.42188,15442,,,67
7/24/2020,18:34:36,0.42188,15442,,,66
7/24/2020,18:34:41,0.42188,15442,,,66
7/24/2020,18:34:56,0.42167,15442,,,66
7/24/2020,18:35:01,0.42167,15442,,,65
7/24/2020,18:35:11,0.42167,15442,,,65
7/24/2020,18:35:16,0.42167,15442,,,65
7/24/2020,18:35:21,0.42167,15442,,,67
7/24/2020,18:35:26,0.42167,15442,,,69
7/24/2020,18:35:31,0.42167,15442,,,64
7/24/2020,18:35:36,0.42146,15442,,,64
7/24/2020,18:35:41,0.42146,15442,,,65
7/24/2020,18:35:51,0.42146,15442,,,64
7/24/2020,18:35:56,0.42146,15442,,,63
7/24/2020,18:36:01,0.42146,15442,,,65
7/24/2020,18:36:06,0.42146,15442,,,64
7/24/2020,18:36:11,0.42146,15442,,,66
7/24/2020,18:36:16,0.42146,15442,,,65
7/24/2020,18:36:21,0.42125,15442,,,66
7/24/2020,18:36:26,0.42125,15442,,,67
7/24/2020,18:36:31,0.42125,15442,,,67
7/24/2020,18:36:36,0.42125,15442,,,69
7/24/2020,18:36:41,0.42125,15442,,,70
7/24/2020,18:36:44,0.47521,24,,,656
7/24/2020,18:36:46,0.42125,15442,,,69
7/24/2020,18:36:51,0.42125,15442,,,68
7/24/2020,18:36:56,0.42125,15442,,,69
7/24/2020,18:37:01,0.42104,15442,,,69
7/24/2020,18:37:06,0.42104,15442,,,68
7/24/2020,18:37:11,0.42104,15442,,,68
7/24/2020,18:37:16,0.42104,15442,,,65
7/24/2020,18:37:21,0.42104,15442,,,66
7/24/2020,18:37:26,0.42104,15442,,,66
7/24/2020,18:37:31,0.42104,15442,,,69
7/24/2020,18:37:41,0.42104,15442,,,66
7/24/2020,18:37:56,0.42083,15442,,,65
7/24/2020,18:38:01,0.42083,15442,,,65
7/24/2020,18:38:06,0.42083,15442,,,67
7/24/2020,18:38:21,0.42063,15442,,,63
7/24/2020,18:38:26,0.42063,15442,,,63
7/24/2020,18:38:31,0.42063,15442,,,62
7/24/2020,18:38:36,0.42063,15442,,,63
7/24/2020,18:38:41,0.42063,15442,,,64
7/24/2020,18:38:46,0.42063,15442,,,63
7/24/2020,18:38:51,0.42063,15442,,,63
7/24/2020,18:38:56,0.42063,15442,,,62
7/24/2020,18:39:01,0.42042,15442,,,65
7/24/2020,18:39:06,0.42042,15442,,,62
7/24/2020,18:39:11,0.42063,15442,,,60
7/24/2020,18:39:16,0.42042,15442,,,64
7/24/2020,18:39:21,0.42042,15442,,,62
7/24/2020,18:39:26,0.42042,15442,,,65
